timestamp,step
2024-07-25 12:59:59.488,1
2024-07-25 12:59:59.947,1
2024-07-25 13:00:04.111,1
2024-07-25 13:00:04.344,1
2024-07-25 13:00:37.620,1
2024-07-25 13:00:38.229,1
2024-07-25 13:00:38.694,1
2024-07-25 13:00:39.614,1
2024-07-25 13:00:39.990,1
2024-07-25 13:05:34.863,1
2024-07-25 13:05:35.324,1
2024-07-25 13:05:35.792,1
2024-07-25 13:05:36.319,1
2024-07-25 13:05:36.870,1
2024-07-25 13:05:37.336,1
2024-07-25 13:05:37.870,1
2024-07-25 13:05:38.409,1
2024-07-25 13:05:38.871,1
2024-07-25 13:05:39.409,1
2024-07-25 13:05:39.948,1
2024-07-25 13:05:40.487,1
2024-07-25 13:05:41.642,1
2024-07-25 13:05:42.103,1
2024-07-25 13:05:42.640,1
2024-07-25 13:05:43.102,1
2024-07-25 13:05:48.723,1
2024-07-25 13:05:49.251,1
2024-07-25 13:05:49.878,1
2024-07-25 13:05:50.877,1
2024-07-25 13:05:51.340,1
2024-07-25 13:05:51.883,1
2024-07-25 13:05:52.341,1
2024-07-25 13:05:52.880,1
2024-07-25 13:05:53.342,1
2024-07-25 13:05:53.957,1
2024-07-25 13:05:54.342,1
2024-07-25 13:05:54.881,1
2024-07-25 13:05:55.336,1
2024-07-25 13:05:55.880,1
2024-07-25 13:05:56.342,1
2024-07-25 13:05:56.881,1
2024-07-25 13:05:57.343,1
2024-07-25 13:05:57.882,1
2024-07-25 13:05:58.269,1
2024-07-25 13:05:58.883,1
2024-07-25 13:05:59.268,1
2024-07-25 13:05:59.730,1
2024-07-25 13:06:00.262,1
2024-07-25 13:06:00.807,1
2024-07-25 13:06:01.269,1
2024-07-25 13:06:01.810,1
2024-07-25 13:06:02.270,1
2024-07-25 13:06:02.732,1
2024-07-25 13:06:03.275,1
2024-07-25 13:06:03.732,1
2024-07-25 13:06:04.261,1
2024-07-25 13:06:04.810,1
2024-07-25 13:06:05.195,1
2024-07-25 13:06:05.733,1
2024-07-25 13:06:06.195,1
2024-07-25 13:06:06.720,1
2024-07-25 13:06:07.197,1
2024-07-25 13:06:07.723,1
2024-07-25 13:06:08.260,1
2024-07-25 13:06:08.955,1
2024-07-25 13:06:09.506,1
2024-07-25 13:06:20.743,1
2024-07-25 13:06:21.358,1
2024-07-25 13:06:22.050,1
2024-07-25 13:06:22.588,1
2024-07-25 13:07:05.915,1
2024-07-25 13:07:06.382,1
2024-07-25 13:07:06.920,1
2024-07-25 13:07:07.467,1
2024-07-25 13:07:07.928,1
2024-07-25 13:07:08.390,1
2024-07-25 13:07:08.929,1
2024-07-25 13:07:09.391,1
2024-07-25 13:07:09.853,1
2024-07-25 13:07:10.391,1
2024-07-25 13:07:10.849,1
2024-07-25 13:07:11.231,1
2024-07-25 13:07:11.776,1
2024-07-25 13:07:12.306,1
2024-07-25 13:07:12.778,1
2024-07-25 13:07:13.239,1
2024-07-25 13:07:13.702,1
2024-07-25 13:07:14.239,1
2024-07-25 13:07:14.702,1
2024-07-25 13:07:15.162,1
2024-07-25 13:07:15.702,1
2024-07-25 13:07:16.151,1
2024-07-25 13:07:16.703,1
2024-07-25 13:07:17.319,1
2024-07-25 13:07:26.018,1
2024-07-25 13:07:26.551,1
2024-07-25 13:07:27.094,1
2024-07-25 13:07:27.632,1
2024-07-25 13:07:28.172,1
2024-07-25 13:07:28.704,1
2024-07-25 13:07:29.235,1
2024-07-25 13:07:29.547,1
2024-07-25 13:07:30.173,1
2024-07-25 13:07:30.711,1
2024-07-25 13:07:31.173,1
2024-07-25 13:07:32.174,1
2024-07-25 13:07:32.713,1
2024-07-25 13:07:33.175,1
2024-07-25 13:07:33.636,1
2024-07-25 13:07:34.165,1
2024-07-25 13:07:34.632,1
2024-07-25 13:07:35.098,1
2024-07-25 13:07:35.560,1
2024-07-25 13:07:36.099,1
2024-07-25 13:07:36.562,1
2024-07-25 13:07:36.945,1
2024-07-25 13:07:37.486,1
2024-07-25 13:07:38.023,1
2024-07-25 13:07:38.486,1
2024-07-25 13:07:38.950,1
2024-07-25 13:07:39.405,1
2024-07-25 13:07:39.949,1
2024-07-25 13:07:40.411,1
2024-07-25 13:07:40.873,1
2024-07-25 13:07:41.412,1
2024-07-25 13:07:41.872,1
2024-07-25 13:07:42.337,1
2024-07-25 13:07:42.872,1
2024-07-25 13:07:43.336,1
2024-07-25 13:07:43.797,1
2024-07-25 13:07:44.343,1
2024-07-25 13:07:44.789,1
2024-07-25 13:07:45.332,1
