timestamp,motion
2024-07-25 10:38:05,1
2024-07-25 12:13:37,1
2024-07-25 1:10:41,1
2024-07-25 2:14:37,1
2024-07-25 2:47:53,1
2024-07-25 3:56:28,1
2024-07-25 4:31:06,1
2024-07-25 6:16:13,1
2024-07-25 6:46:59,1
2024-07-25 7:19:52,1
2024-07-26 10:14:11,1
2024-07-26 11:15:21,1
2024-07-26 11:47:14,1
2024-07-26 12:19:50,1
2024-07-26 1:03:45,1
2024-07-26 1:45:50,1
2024-07-26 4:00:40,1
2024-07-26 5:40:02,1
2024-07-26 7:36:38,1
2024-07-27 10:13:24,1
2024-07-27 12:20:17,1
2024-07-27 5:35:45,1
2024-07-28 10:48:18,1
2024-07-28 3:58:43,1
2024-07-28 5:18:29,1
2024-07-28 7:25:44,1
2024-07-29 11:04:35,1
2024-07-29 12:47:26,1
2024-07-29 2:36:51,1
2024-07-29 3:07:36,1
2024-07-29 3:38:58,1
2024-07-29 4:27:23,1
2024-07-29 5:34:26,1
2024-07-30 11:08:32,1
2024-07-30 11:49:46,1
2024-07-30 12:21:26,1
2024-07-30 12:52:08,1
2024-07-30 5:27:14,1
2024-07-30 7:58:40,1
2024-07-30 9:30:01,1
2024-07-31 11:24:28,1
2024-07-31 12:17:21,1
2024-07-31 2:05:08,1
2024-07-31 2:38:53,1
2024-07-31 3:09:23,1
2024-07-31 3:52:32,1
2024-07-31 4:29:48,1
2024-07-31 5:03:25,1
2024-07-31 9:44:27,1
2024-08-01 11:27:43,1
2024-08-01 12:04:49,1
2024-08-01 2:44:24,1
2024-08-01 3:17:00,1
2024-08-01 9:43:28,1
2024-08-02 11:26:21,1
2024-08-02 11:54:10,1
2024-08-02 12:25:14,1
2024-08-02 2:08:28,1
2024-08-02 2:57:48,1
2024-08-02 3:30:51,1
2024-08-03 11:45:08,1
2024-08-03 12:16:14,1
2024-08-03 12:46:50,1
2024-08-03 7:43:17,1
2024-08-03 9:30:24,1
2024-08-04 10:18:26,1
2024-08-04 12:05:00,1
2024-08-04 1:26:51,1
2024-08-04 2:05:31,1
2024-08-04 2:36:10,1
2024-08-04 8:41:48,1
2024-08-04 9:24:38,1
2024-08-05 11:13:50,1
2024-08-05 12:07:20,1
2024-08-05 12:47:23,1
2024-08-05 5:21:11,1
2024-08-06 11:11:59,1
2024-08-06 2:58:50,1
2024-08-06 3:39:31,1
2024-08-06 9:26:30,1
2024-08-07 10:18:07,1
2024-08-07 10:55:37,1
2024-08-07 11:46:48,1
2024-08-07 12:17:27,1
2024-08-07 12:58:26,1
2024-08-07 1:29:35,1
2024-08-07 1:59:40,1
2024-08-07 2:00:14,1
2024-08-07 2:41:46,1
2024-08-07 3:23:56,1
2024-08-07 4:00:27,1
2024-08-07 4:34:18,1
2024-08-07 5:41:55,1
2024-08-08 11:13:02,1
2024-08-08 11:44:34,1
2024-08-09 10:57:48,1
2024-08-09 12:46:47,1
2024-08-09 1:17:42,1
2024-08-09 1:49:06,1
2024-08-09 3:05:02,1
2024-08-09 3:36:36,1
2024-08-10 11:39:12,1
2024-08-10 12:11:08,1
2024-08-10 1:18:43,1
2024-08-10 6:23:16,1
2024-08-11 11:23:19,1
2024-08-11 11:56:57,1
2024-08-11 12:26:38,1
2024-08-11 7:29:25,1
2024-08-12 10:33:17,1
2024-08-12 11:08:34,1
2024-08-12 11:43:31,1
2024-08-12 12:18:59,1
2024-08-12 1:23:51,1
2024-08-12 2:28:52,1
2024-08-12 4:30:31,1
2024-08-12 5:07:48,1
2024-08-12 8:25:21,1
2024-08-13 10:18:37,1
2024-08-13 10:51:22,1
2024-08-13 11:22:37,1
2024-08-13 1:04:05,1
2024-08-13 1:55:57,1
2024-08-13 2:48:28,1
2024-08-13 9:23:43,1
2024-08-14 1:17:10,1
2024-08-14 2:32:03,1
2024-08-14 3:03:06,1
2024-08-14 9:44:02,1
2024-08-15 10:37:03,1
2024-08-15 11:26:11,1
2024-08-15 3:37:57,1
2024-08-15 4:25:37,1
2024-08-15 4:39:42,1
2024-08-15 8:14:57,1
2024-08-15 9:17:12,1
2024-08-16 10:52:22,1
2024-08-16 11:23:32,1
2024-08-16 11:54:22,1
2024-08-16 12:33:05,1
2024-08-17 11:12:31,1
2024-08-17 11:49:02,1
2024-08-17 3:48:57,1
2024-08-17 4:25:39,1
2024-08-17 5:21:52,1
2024-08-18 10:01:31,1
2024-08-18 10:55:30,1
2024-08-18 11:44:06,1
2024-08-18 8:24:13,1
2024-08-18 9:22:32,1
2024-08-19 10:19:25,1
2024-08-19 10:20:56,1
2024-08-19 11:22:56,1
2024-08-19 1:14:03,1
2024-08-19 1:48:41,1
2024-08-19 2:22:53,1
2024-08-19 2:54:10,1
2024-08-19 3:29:04,1
2024-08-19 4:00:06,1
2024-08-19 4:32:10,1
2024-08-19 5:44:13,1
2024-08-20 3:05:39,1
2024-08-20 3:39:27,1
2024-08-20 7:17:37,1
2024-08-20 9:27:30,1
2024-08-21 1:28:22,1
2024-08-21 2:01:33,1
2024-08-21 2:34:56,1
2024-08-21 3:05:35,1
2024-08-21 3:36:05,1
2024-08-21 4:07:13,1
2024-08-21 4:37:55,1
2024-08-21 5:14:25,1
2024-08-21 5:35:12,1
2024-08-22 10:20:45,1
2024-08-22 11:27:59,1
2024-08-22 12:00:19,1
2024-08-22 1:12:09,1
2024-08-22 1:48:48,1
2024-08-22 2:19:23,1
2024-08-26 11:13:26,1
2024-08-26 11:44:41,1
2024-08-26 12:21:57,1
2024-08-26 12:53:59,1
2024-08-26 2:25:23,1
2024-08-27 10:52:04,1
2024-08-27 11:22:59,1
2024-08-27 1:28:36,1
2024-08-27 2:31:33,1
2024-08-27 3:47:27,1
2024-08-28 10:59:54,1
2024-08-28 11:36:46,1
2024-08-28 12:21:40,1
2024-08-28 4:31:40,1
2024-08-28 8:30:50,1
2024-08-29 10:58:48,1
2024-08-29 11:37:40,1
2024-08-29 12:12:10,1
2024-08-29 5:34:00,1
2024-08-29 9:28:39,1
2024-08-30 11:42:09,1
2024-08-30 12:12:41,1
2024-08-30 12:46:45,1
2024-08-30 3:36:32,1
2024-08-30 4:14:35,1
2024-08-30 4:45:07,1
2024-08-30 5:20:51,1
2024-08-31 11:27:54,1
2024-08-31 12:01:49,1
2024-08-31 12:34:05,1
2024-08-31 4:41:19,1
2024-09-01 10:56:14,1
2024-09-01 11:36:20,1
2024-09-01 12:09:14,1
2024-09-01 12:44:08,1
2024-09-01 4:45:38,1
2024-09-01 5:29:51,1
2024-09-02 10:30:39,1
2024-09-02 11:25:45,1
2024-09-02 11:56:33,1
2024-09-02 4:28:42,1
2024-09-02 4:59:51,1
2024-09-02 5:16:47,1
2024-09-02 8:38:15,1
2024-09-03 10:53:29,1
2024-09-03 11:28:54,1
2024-09-03 1:36:39,1
2024-09-03 2:07:16,1
2024-09-03 2:40:24,1
2024-09-03 3:14:50,1
2024-09-03 3:51:23,1
2024-09-03 4:22:18,1
