timestamp,x,y,z
2024-07-24 20:11:09.606,-0.2251,0.479,9.7334
2024-07-24 20:11:19.612,-0.2395,0.4383,9.7142
2024-07-24 20:11:29.614,-0.2539,0.4455,9.7046
2024-07-24 20:11:39.620,-0.273,0.4479,9.7334
2024-07-24 20:11:49.628,-0.2012,0.4455,9.7908
2024-07-24 20:11:59.633,-0.2203,0.4551,9.8076
2024-07-24 20:12:09.639,-0.2251,0.467,9.731
2024-07-24 20:12:19.643,-0.2491,0.4431,9.6974
2024-07-24 20:12:29.649,-0.2491,0.4718,9.7429
2024-07-24 20:12:39.654,-0.2347,0.5077,9.7118
2024-07-24 20:12:49.660,-0.2012,0.4239,9.6759
2024-07-24 20:12:59.667,-0.2323,0.4574,9.707
2024-07-24 20:13:09.672,-0.2539,0.4598,9.7334
2024-07-24 20:13:19.677,-0.2395,0.4814,9.7262
2024-07-24 20:13:29.683,-0.1916,0.4215,9.7358
2024-07-24 20:13:39.689,-0.2203,0.4527,9.719
2024-07-24 20:13:49.696,-0.2515,0.467,9.7765
2024-07-24 20:13:59.701,-0.2132,0.4479,9.7262
2024-07-24 20:14:09.707,-0.2635,0.4838,9.7214
2024-07-24 20:14:19.714,-0.2227,0.491,9.7334
2024-07-24 20:14:29.643,-0.1868,0.479,9.7477
2024-07-24 20:14:39.647,-0.2323,0.4383,9.7118
2024-07-24 20:14:49.654,-0.2179,0.479,9.7238
2024-07-24 20:14:59.657,-0.2395,0.4527,9.7381
2024-07-24 20:15:09.665,-0.2491,0.4263,9.7334
2024-07-24 20:15:19.674,-0.2611,0.4407,9.7334
2024-07-24 20:15:29.678,-0.2227,0.4407,9.7501
2024-07-24 20:15:39.684,-0.2515,0.4742,9.719
2024-07-24 20:15:49.690,-0.2012,0.4383,9.7525
2024-07-24 20:15:59.693,-0.2419,0.4598,9.731
2024-07-24 20:16:09.700,-0.2443,0.4742,9.7262
2024-07-24 20:16:19.705,-0.2754,0.4838,9.6998
2024-07-24 20:16:29.711,-0.2754,0.4646,9.7405
2024-07-24 20:16:39.716,-0.2323,0.4455,9.7501
2024-07-24 20:16:49.721,-0.2275,0.4598,9.707
2024-07-24 20:16:59.727,-0.2227,0.4263,9.7573
2024-07-24 20:17:09.731,-0.2395,0.5053,9.7118
2024-07-24 20:17:19.737,-0.2299,0.4934,9.719
2024-07-24 20:17:29.741,-0.2467,0.4646,9.7525
2024-07-24 20:17:39.746,-0.2227,0.4551,9.7118
2024-07-24 20:17:49.751,-0.2275,0.4646,9.7286
2024-07-24 20:17:59.756,-0.2203,0.4718,9.6855
2024-07-24 20:18:09.761,-0.2874,0.4287,9.7142
2024-07-24 20:18:19.686,-0.2778,0.4239,9.7405
2024-07-24 20:18:29.693,-0.2587,0.4359,9.695
2024-07-24 20:18:39.698,-0.2635,0.4455,9.7717
2024-07-24 20:18:49.700,-0.2371,0.4646,9.7381
2024-07-24 20:18:59.703,-0.2491,0.503,9.7621
2024-07-24 20:19:09.709,-0.2347,0.4527,9.7094
2024-07-24 20:19:19.714,-0.2299,0.479,9.7405
2024-07-24 20:19:29.720,-0.2706,0.4694,9.6902
2024-07-24 20:19:39.727,-0.2611,0.479,9.707
2024-07-24 20:19:49.732,-0.2563,0.4622,9.7453
2024-07-24 20:19:59.738,-0.2275,0.4407,9.7549
2024-07-24 20:20:09.743,-0.2539,0.4551,9.7549
2024-07-24 20:20:19.747,-0.2443,0.4814,9.7142
2024-07-24 20:20:29.752,-0.2515,0.467,9.7597
2024-07-24 20:20:39.759,-0.2299,0.4167,9.7621
2024-07-24 20:20:49.764,-0.2203,0.4335,9.7142
2024-07-24 20:20:59.770,-0.2108,0.4766,9.7429
2024-07-24 20:21:09.774,-0.2395,0.4551,9.7597
2024-07-24 20:21:19.779,-0.2658,0.4503,9.731
2024-07-24 20:21:29.783,-0.2012,0.4694,9.7453
2024-07-24 20:21:39.787,-0.1868,0.4598,9.7022
2024-07-24 20:21:49.794,-0.2251,0.4694,9.7046
2024-07-24 20:21:59.798,-0.1988,0.4503,9.6998
2024-07-24 20:22:09.805,-0.2563,0.4551,9.7334
2024-07-24 20:22:19.733,-0.2491,0.4479,9.7262
2024-07-24 20:22:29.739,-0.2299,0.479,9.7477
2024-07-24 20:22:39.744,-0.2611,0.4646,9.7238
2024-07-24 20:22:49.749,-0.2491,0.4742,9.7358
2024-07-24 20:22:59.752,-0.2587,0.5101,9.7573
2024-07-24 20:23:09.760,-0.182,0.5006,9.7741
2024-07-24 20:23:19.769,-0.2611,0.4551,9.7405
2024-07-24 20:23:29.773,-0.2275,0.4383,9.7453
2024-07-24 20:23:39.780,-0.2036,0.467,9.7525
2024-07-24 20:23:49.786,-0.2323,0.4263,9.7597
2024-07-24 20:23:59.790,-0.2419,0.4167,9.7453
2024-07-24 20:24:09.796,-0.2132,0.4862,9.731
2024-07-24 20:24:19.801,-0.2539,0.4407,9.731
2024-07-24 20:24:29.807,-0.2347,0.4407,9.695
2024-07-24 20:24:39.812,-0.206,0.4527,9.7262
2024-07-24 20:24:49.817,-0.2515,0.4646,9.7525
2024-07-24 20:24:59.823,-0.2467,0.4694,9.7262
2024-07-24 20:25:09.827,-0.2443,0.4622,9.7453
2024-07-24 20:25:19.831,-0.2491,0.4455,9.7549
2024-07-24 20:25:29.839,-0.2371,0.4814,9.6879
2024-07-24 20:25:39.842,-0.2419,0.4527,9.7621
2024-07-24 20:25:49.852,-0.2515,0.4574,9.7046
2024-07-24 20:25:59.779,-0.2443,0.4551,9.7429
2024-07-24 20:26:09.786,-0.2299,0.4455,9.7525
2024-07-24 20:26:19.790,-0.2371,0.5101,9.7405
2024-07-24 20:26:29.793,-0.2443,0.4958,9.7477
2024-07-24 20:26:39.801,-0.2515,0.4814,9.7477
2024-07-24 20:26:49.809,-0.2587,0.4479,9.7262
2024-07-24 20:26:59.813,-0.2395,0.4479,9.7597
2024-07-24 20:27:09.819,-0.2251,0.5149,9.7238
2024-07-24 20:27:19.823,-0.2754,0.4862,9.7166
2024-07-24 20:27:29.828,-0.2323,0.4455,9.7214
2024-07-24 20:27:39.831,-0.2419,0.4742,9.7429
2024-07-24 20:27:49.842,-0.2251,0.4455,9.7525
2024-07-24 20:27:59.844,-0.2635,0.4431,9.7286
2024-07-24 20:28:09.852,-0.2227,0.4862,9.7022
2024-07-24 20:28:19.856,-0.2299,0.4742,9.7573
2024-07-24 20:28:29.861,-0.2706,0.4455,9.6902
2024-07-24 20:28:39.866,-0.2635,0.4455,9.731
2024-07-24 20:28:49.871,-0.2419,0.4742,9.7166
2024-07-24 20:28:59.876,-0.1844,0.4718,9.7166
2024-07-24 20:29:09.881,-0.2443,0.467,9.7166
2024-07-24 20:29:19.886,-0.2658,0.4646,9.7166
2024-07-24 20:29:29.891,-0.2203,0.4527,9.7262
2024-07-24 20:29:39.895,-0.2587,0.4527,9.7645
2024-07-24 20:29:49.875,-0.2443,0.4718,9.7334
2024-07-24 20:29:59.895,-0.2419,0.4934,9.7645
2024-07-24 20:30:09.839,-0.273,0.4742,9.7358
2024-07-24 20:30:19.843,-0.2563,0.4574,9.7118
2024-07-24 20:30:29.851,-0.2443,0.4694,9.7286
2024-07-24 20:30:39.856,-0.2371,0.4742,9.7358
2024-07-24 20:30:49.861,-0.2347,0.4359,9.7118
2024-07-24 20:30:59.867,-0.2419,0.491,9.7405
2024-07-24 20:31:09.872,-0.2203,0.4335,9.7381
2024-07-24 20:31:19.877,-0.2012,0.4718,9.7238
2024-07-24 20:31:29.882,-0.2587,0.3976,9.7381
2024-07-24 20:31:39.887,-0.2347,0.4431,9.7549
2024-07-24 20:31:49.892,-0.2371,0.4479,9.7645
2024-07-24 20:31:59.898,-0.2251,0.4694,9.7645
2024-07-24 20:32:09.903,-0.2419,0.4718,9.7238
2024-07-24 20:32:19.908,-0.2515,0.4263,9.7525
2024-07-24 20:32:29.914,-0.1772,0.4934,9.7429
2024-07-24 20:32:39.918,-0.2036,0.4766,9.7621
2024-07-24 20:32:49.923,-0.2563,0.3928,9.7381
2024-07-24 20:32:59.928,-0.2611,0.4215,9.7405
2024-07-24 20:33:09.932,-0.2347,0.4838,9.7118
2024-07-24 20:33:19.938,-0.2156,0.4527,9.7645
2024-07-24 20:33:29.863,-0.2084,0.4622,9.7358
2024-07-24 20:33:39.871,-0.2395,0.4359,9.7286
2024-07-24 20:33:49.876,-0.2946,0.5101,9.7405
2024-07-24 20:33:59.880,-0.2515,0.4598,9.7334
2024-07-24 20:34:09.882,-0.2347,0.4455,9.7022
2024-07-24 20:34:19.886,-0.2515,0.4574,9.7118
2024-07-24 20:34:29.896,-0.2419,0.4455,9.7286
2024-07-24 20:34:39.902,-0.2491,0.4072,9.7645
2024-07-24 20:34:49.907,-0.2395,0.4383,9.7549
2024-07-24 20:34:59.912,-0.2587,0.4814,9.7405
2024-07-24 20:35:09.916,-0.2323,0.4694,9.7405
2024-07-24 20:35:19.920,-0.2491,0.4407,9.707
2024-07-24 20:35:29.925,-0.2515,0.467,9.6974
2024-07-24 20:35:39.931,-0.2299,0.4263,9.7334
2024-07-24 20:35:49.936,-0.2179,0.4646,9.7046
2024-07-24 20:35:59.940,-0.2395,0.5125,9.7262
2024-07-24 20:36:09.945,-0.2563,0.4718,9.7549
2024-07-24 20:36:19.950,-0.2419,0.4479,9.7621
2024-07-24 20:36:29.955,-0.2491,0.4958,9.7094
2024-07-24 20:36:39.960,-0.2491,0.4742,9.7022
2024-07-24 20:36:49.964,-0.2563,0.4479,9.7166
2024-07-24 20:36:59.970,-0.206,0.4311,9.7286
2024-07-24 20:37:09.975,-0.2515,0.4646,9.7693
2024-07-24 20:37:19.980,-0.2658,0.4407,9.7238
2024-07-24 20:37:29.985,-0.2084,0.467,9.7238
2024-07-24 20:37:39.990,-0.2179,0.4598,9.6855
2024-07-24 20:37:49.916,-0.2347,0.4551,9.7477
2024-07-24 20:37:59.923,-0.2347,0.4694,9.731
2024-07-24 20:38:09.927,-0.2299,0.4455,9.7405
2024-07-24 20:38:19.931,-0.2419,0.4335,9.7429
2024-07-24 20:38:29.934,-0.2371,0.4862,9.6879
2024-07-24 20:38:39.937,-0.2179,0.4886,9.7429
2024-07-24 20:38:49.946,-0.2419,0.4838,9.707
2024-07-24 20:38:59.951,-0.2539,0.4383,9.731
2024-07-24 20:39:09.957,-0.2251,0.4431,9.7166
2024-07-24 20:39:19.961,-0.2275,0.4287,9.7525
2024-07-24 20:39:29.966,-0.2539,0.4838,9.7094
2024-07-24 20:39:39.973,-0.2299,0.4287,9.719
2024-07-24 20:39:49.977,-0.2347,0.4551,9.7262
2024-07-24 20:39:59.982,-0.2179,0.4383,9.7549
2024-07-24 20:40:09.988,-0.2467,0.4287,9.7621
2024-07-24 20:40:19.992,-0.2467,0.4143,9.707
2024-07-24 20:40:29.998,-0.2371,0.4143,9.7381
2024-07-24 20:40:40.002,-0.206,0.4503,9.7286
2024-07-24 20:40:50.008,-0.2251,0.4431,9.7477
2024-07-24 20:41:00.013,-0.2323,0.4766,9.6998
2024-07-24 20:41:10.016,-0.2515,0.4838,9.7214
2024-07-24 20:41:20.023,-0.2443,0.4742,9.7358
2024-07-24 20:41:30.027,-0.2323,0.4239,9.7381
2024-07-24 20:41:40.032,-0.2395,0.4551,9.7286
2024-07-24 20:41:50.038,-0.2323,0.4479,9.7238
2024-07-24 20:42:00.042,-0.2299,0.4694,9.7717
2024-07-24 20:42:09.968,-0.2299,0.4622,9.6926
2024-07-24 20:42:19.971,-0.2539,0.4646,9.7334
2024-07-24 20:42:29.977,-0.2203,0.4718,9.7765
2024-07-24 20:42:39.982,-0.2203,0.5101,9.6974
2024-07-24 20:42:49.984,-0.2563,0.4838,9.7429
2024-07-24 20:42:59.987,-0.2203,0.4622,9.7381
2024-07-24 20:43:09.994,-0.2658,0.5197,9.7573
2024-07-24 20:43:20.002,-0.2132,0.4718,9.7238
2024-07-24 20:43:30.006,-0.1844,0.503,9.7358
2024-07-24 20:43:40.011,-0.2323,0.4886,9.7262
2024-07-24 20:43:50.016,-0.2323,0.4574,9.731
2024-07-24 20:44:00.021,-0.2251,0.479,9.7621
2024-07-24 20:44:10.027,-0.2491,0.4862,9.7334
2024-07-24 20:44:20.031,-0.2467,0.4886,9.707
2024-07-24 20:44:30.036,-0.2395,0.4455,9.7405
2024-07-24 20:44:40.041,-0.2419,0.4359,9.731
2024-07-24 20:44:50.046,-0.2611,0.4862,9.7501
2024-07-24 20:45:00.051,-0.2275,0.4814,9.7358
2024-07-24 20:45:10.055,-0.2299,0.467,9.7046
2024-07-24 20:45:20.058,-0.2467,0.4646,9.695
2024-07-24 20:45:30.061,-0.2467,0.4982,9.7262
2024-07-24 20:45:40.067,-0.2635,0.4527,9.7142
2024-07-24 20:45:50.071,-0.2635,0.4335,9.6855
2024-07-24 20:46:00.076,-0.2227,0.4574,9.7286
2024-07-24 20:46:10.080,-0.2251,0.4503,9.719
2024-07-24 20:46:20.086,-0.2299,0.4862,9.7334
2024-07-24 20:46:30.091,-0.2371,0.5149,9.7046
2024-07-24 20:46:40.095,-0.2922,0.4814,9.7022
2024-07-24 20:46:50.098,-0.2491,0.4551,9.719
2024-07-24 20:47:00.102,-0.2275,0.491,9.7381
2024-07-24 20:47:10.107,-0.2179,0.4622,9.7573
2024-07-24 20:47:20.033,-0.2491,0.4431,9.7118
2024-07-24 20:47:30.037,-0.2251,0.479,9.7094
2024-07-24 20:47:40.043,-0.2371,0.4479,9.7717
2024-07-24 20:47:50.047,-0.2467,0.4766,9.7142
2024-07-24 20:48:00.050,-0.2371,0.4598,9.731
2024-07-24 20:48:10.052,-0.2443,0.4742,9.7142
2024-07-24 20:48:20.055,-0.2132,0.4479,9.7573
2024-07-24 20:48:30.062,-0.2443,0.4527,9.731
2024-07-24 20:48:40.070,-0.2347,0.4982,9.7046
2024-07-24 20:48:50.073,-0.1916,0.479,9.7022
2024-07-24 20:49:00.076,-0.2227,0.4742,9.7286
2024-07-24 20:49:10.080,-0.2443,0.4646,9.707
2024-07-24 20:49:20.084,-0.2587,0.4694,9.6855
2024-07-24 20:49:30.089,-0.2371,0.4766,9.7238
2024-07-24 20:49:40.095,-0.2132,0.4527,9.7477
2024-07-24 20:49:50.099,-0.2275,0.4646,9.7405
2024-07-24 20:50:00.103,-0.2419,0.4766,9.7286
2024-07-24 20:50:10.107,-0.2156,0.4838,9.7405
2024-07-24 20:50:20.110,-0.2036,0.4742,9.7286
2024-07-24 20:50:30.115,-0.2467,0.4958,9.6879
2024-07-24 20:50:40.119,-0.2227,0.4287,9.7262
2024-07-24 20:50:50.122,-0.2347,0.4742,9.7262
2024-07-24 20:51:00.127,-0.2563,0.5173,9.7549
2024-07-24 20:51:10.131,-0.2371,0.4527,9.719
2024-07-24 20:51:20.134,-0.3114,0.4766,9.6926
2024-07-24 20:51:30.139,-0.2611,0.4886,9.695
2024-07-24 20:51:40.142,-0.2467,0.4718,9.7477
2024-07-24 20:51:50.140,-0.2275,0.4479,9.7214
2024-07-24 20:52:00.150,-0.2347,0.467,9.7334
2024-07-24 20:52:10.155,-0.2275,0.4622,9.707
2024-07-24 20:52:20.158,-0.2491,0.4838,9.7262
2024-07-24 20:52:30.164,-0.2419,0.4838,9.7334
2024-07-24 20:52:40.167,-0.2203,0.467,9.7286
2024-07-24 20:52:50.171,-0.2275,0.4527,9.7286
2024-07-24 20:53:00.176,-0.2635,0.4694,9.7669
2024-07-24 20:53:10.104,-0.2419,0.479,9.7693
2024-07-24 20:53:20.105,-0.2275,0.491,9.731
2024-07-24 20:53:30.111,-0.2203,0.4311,9.731
2024-07-24 20:53:40.114,-0.2467,0.5173,9.7358
2024-07-24 20:53:50.118,-0.2371,0.4455,9.7573
2024-07-24 20:54:00.121,-0.2539,0.4431,9.6974
2024-07-24 20:54:10.123,-0.2108,0.479,9.7334
2024-07-24 20:54:20.126,-0.2395,0.4527,9.7477
2024-07-24 20:54:30.133,-0.2467,0.4574,9.7477
2024-07-24 20:54:40.138,-0.2395,0.4598,9.7046
2024-07-24 20:54:50.143,-0.2467,0.4167,9.7262
2024-07-24 20:55:00.147,-0.2682,0.4694,9.7334
2024-07-24 20:55:10.151,-0.2754,0.4598,9.7262
2024-07-24 20:55:20.155,-0.2299,0.467,9.7334
2024-07-24 20:55:30.160,-0.2132,0.5125,9.7118
2024-07-24 20:55:40.165,-0.2395,0.4455,9.7645
2024-07-24 20:55:50.169,-0.2467,0.4407,9.7286
2024-07-24 20:56:00.174,-0.2179,0.4527,9.7621
2024-07-24 20:56:10.177,-0.1844,0.4718,9.7262
2024-07-24 20:56:20.181,-0.2371,0.4766,9.7094
2024-07-24 20:56:30.185,-0.2611,0.4622,9.7022
2024-07-24 20:56:40.188,-0.2395,0.5053,9.7405
2024-07-24 20:56:50.193,-0.2156,0.4383,9.7142
2024-07-24 20:57:00.198,-0.2395,0.4838,9.731
2024-07-24 20:57:10.202,-0.2395,0.4551,9.7286
2024-07-24 20:57:20.207,-0.2275,0.5006,9.7645
2024-07-24 20:57:30.210,-0.2084,0.4622,9.7238
2024-07-24 20:57:40.215,-0.2515,0.4455,9.7884
2024-07-24 20:57:50.220,-0.2491,0.4407,9.7214
2024-07-24 20:58:00.223,-0.2323,0.5077,9.7358
2024-07-24 20:58:10.228,-0.2299,0.4838,9.7358
2024-07-24 20:58:20.232,-0.2563,0.4574,9.7118
2024-07-24 20:58:30.237,-0.2443,0.479,9.7334
2024-07-24 20:58:40.241,-0.2754,0.4335,9.7477
2024-07-24 20:58:50.246,-0.2467,0.479,9.7166
2024-07-24 20:59:00.251,-0.2299,0.4814,9.7358
2024-07-24 20:59:10.255,-0.2371,0.4431,9.7645
2024-07-24 20:59:20.260,-0.2467,0.4694,9.7142
2024-07-24 20:59:30.186,-0.2515,0.4287,9.7477
2024-07-24 20:59:40.193,-0.2419,0.4455,9.731
2024-07-24 20:59:50.249,-0.2299,0.4838,9.7238
2024-07-24 21:00:00.191,-0.2299,0.4958,9.7453
2024-07-24 21:00:10.207,-0.2443,0.4742,9.7477
2024-07-24 21:00:20.217,-0.2179,0.4598,9.7334
2024-07-24 21:00:30.222,-0.2515,0.4814,9.719
2024-07-24 21:00:40.226,-0.2156,0.4431,9.7166
2024-07-24 21:00:50.231,-0.2563,0.5053,9.7334
2024-07-24 21:01:00.236,-0.2084,0.479,9.7358
2024-07-24 21:01:10.241,-0.2203,0.4383,9.7621
2024-07-24 21:01:20.245,-0.2611,0.4383,9.7166
2024-07-24 21:01:30.241,-0.2179,0.5053,9.7142
2024-07-24 21:01:40.254,-0.2395,0.4551,9.7286
2024-07-24 21:01:50.259,-0.273,0.4766,9.7334
2024-07-24 21:02:00.265,-0.2251,0.4886,9.7549
2024-07-24 21:02:10.269,-0.2132,0.4551,9.7334
2024-07-24 21:02:20.274,-0.2539,0.4838,9.7286
2024-07-24 21:02:30.278,-0.2491,0.4766,9.7262
2024-07-24 21:02:40.282,-0.2563,0.4934,9.7381
2024-07-24 21:02:50.288,-0.2419,0.4263,9.7238
2024-07-24 21:03:00.291,-0.2323,0.4838,9.7813
2024-07-24 21:03:10.296,-0.2251,0.4766,9.7166
2024-07-24 21:03:20.300,-0.2275,0.4886,9.7693
2024-07-24 21:03:30.303,-0.2491,0.4862,9.7094
2024-07-24 21:03:40.230,-0.2443,0.4407,9.7022
2024-07-24 21:03:50.233,-0.2012,0.4359,9.7286
2024-07-24 21:04:00.238,-0.2251,0.4598,9.7334
2024-07-24 21:04:10.240,-0.2179,0.4359,9.7166
2024-07-24 21:04:20.246,-0.2347,0.467,9.7477
2024-07-24 21:04:30.249,-0.2491,0.4431,9.719
2024-07-24 21:04:40.253,-0.2347,0.4886,9.6998
2024-07-24 21:04:50.256,-0.2395,0.4598,9.7286
2024-07-24 21:05:00.259,-0.2658,0.4934,9.7501
2024-07-24 21:05:10.264,-0.2491,0.4598,9.7094
2024-07-24 21:05:20.270,-0.2323,0.5173,9.7046
2024-07-24 21:05:30.276,-0.2587,0.467,9.7405
2024-07-24 21:05:40.279,-0.2179,0.4982,9.7262
2024-07-24 21:05:50.283,-0.2467,0.4598,9.7262
2024-07-24 21:06:00.288,-0.2156,0.4718,9.6759
2024-07-24 21:06:10.292,-0.1868,0.5173,9.6902
2024-07-24 21:06:20.297,-0.2275,0.4431,9.7381
2024-07-24 21:06:30.300,-0.1892,0.491,9.695
2024-07-24 21:06:40.303,-0.2347,0.479,9.6855
2024-07-24 21:06:50.310,-0.2515,0.5053,9.7573
2024-07-24 21:07:00.314,-0.2347,0.4838,9.707
2024-07-24 21:07:10.313,-0.2084,0.479,9.7693
2024-07-24 21:07:20.321,-0.2419,0.4862,9.7549
2024-07-24 21:07:30.325,-0.2251,0.4862,9.7166
2024-07-24 21:07:40.329,-0.2395,0.4646,9.7549
2024-07-24 21:07:50.333,-0.2611,0.4718,9.7334
2024-07-24 21:08:00.336,-0.2491,0.4958,9.7118
2024-07-24 21:08:10.341,-0.2491,0.4574,9.6998
2024-07-24 21:08:20.345,-0.2347,0.479,9.7214
2024-07-24 21:08:30.349,-0.2108,0.467,9.7262
2024-07-24 21:08:40.352,-0.2587,0.4934,9.7286
2024-07-24 21:08:50.357,-0.2563,0.4287,9.719
2024-07-24 21:09:00.361,-0.2658,0.4934,9.7358
2024-07-24 21:09:10.365,-0.2635,0.4574,9.6998
2024-07-24 21:09:20.368,-0.2467,0.4527,9.7405
2024-07-24 21:09:30.371,-0.2323,0.4766,9.7477
2024-07-24 21:09:40.376,-0.2251,0.4766,9.7046
2024-07-24 21:09:50.380,-0.2323,0.503,9.7525
2024-07-24 21:10:00.383,-0.2443,0.4263,9.7334
2024-07-24 21:10:10.386,-0.2132,0.4862,9.707
2024-07-24 21:10:20.313,-0.2539,0.4766,9.7645
2024-07-24 21:10:30.313,-0.2347,0.4527,9.7286
2024-07-24 21:10:40.321,-0.1988,0.4862,9.7525
2024-07-24 21:10:50.323,-0.2563,0.5077,9.7477
2024-07-24 21:11:00.326,-0.194,0.4574,9.7142
2024-07-24 21:11:10.329,-0.2179,0.4646,9.7717
2024-07-24 21:11:20.332,-0.206,0.491,9.7453
2024-07-24 21:11:30.333,-0.2467,0.4694,9.7381
2024-07-24 21:11:40.337,-0.2611,0.4479,9.7166
2024-07-24 21:11:50.340,-0.2347,0.4383,9.731
2024-07-24 21:12:00.343,-0.2156,0.479,9.7477
2024-07-24 21:12:10.346,-0.2084,0.4646,9.7645
2024-07-24 21:12:20.350,-0.2587,0.4551,9.7262
2024-07-24 21:12:30.353,-0.2179,0.4527,9.7334
2024-07-24 21:12:40.355,-0.2371,0.4766,9.7381
2024-07-24 21:12:50.357,-0.2563,0.4934,9.7381
2024-07-24 21:13:00.360,-0.2539,0.479,9.7142
2024-07-24 21:13:10.364,-0.2251,0.4503,9.7597
2024-07-24 21:13:20.368,-0.2371,0.4646,9.7621
2024-07-24 21:13:30.371,-0.2611,0.503,9.7334
2024-07-24 21:13:40.374,-0.2395,0.4622,9.7358
2024-07-24 21:13:50.376,-0.2802,0.5125,9.7214
2024-07-24 21:14:00.380,-0.2156,0.4598,9.7429
2024-07-24 21:14:10.386,-0.2132,0.4574,9.719
2024-07-24 21:14:20.390,-0.2084,0.4838,9.7429
2024-07-24 21:14:30.395,-0.2635,0.4694,9.7429
2024-07-24 21:14:40.400,-0.2419,0.467,9.6998
2024-07-24 21:14:50.403,-0.2227,0.4431,9.731
2024-07-24 21:15:00.407,-0.2419,0.4479,9.7381
2024-07-24 21:15:10.412,-0.2419,0.5006,9.6902
2024-07-24 21:15:20.417,-0.2467,0.4982,9.7214
2024-07-24 21:15:30.420,-0.273,0.4646,9.731
2024-07-24 21:15:40.424,-0.206,0.4838,9.7262
2024-07-24 21:15:50.430,-0.2587,0.4718,9.7334
2024-07-24 21:16:00.433,-0.2467,0.4886,9.731
2024-07-24 21:16:10.438,-0.2203,0.4527,9.7429
2024-07-24 21:16:20.442,-0.2611,0.4574,9.6711
2024-07-24 21:16:30.446,-0.2299,0.4718,9.7094
2024-07-24 21:16:40.451,-0.2658,0.4551,9.7597
2024-07-24 21:16:50.454,-0.2635,0.491,9.7238
2024-07-24 21:17:00.459,-0.2706,0.4838,9.6807
2024-07-24 21:17:10.462,-0.2611,0.503,9.707
2024-07-24 21:17:20.467,-0.2395,0.4766,9.7262
2024-07-24 21:17:30.472,-0.2563,0.5293,9.7214
2024-07-24 21:17:40.475,-0.2515,0.4694,9.7381
2024-07-24 21:17:50.477,-0.2467,0.4766,9.7214
2024-07-24 21:18:00.482,-0.2467,0.4383,9.6855
2024-07-24 21:18:10.485,-0.2179,0.4766,9.7429
2024-07-24 21:18:20.489,-0.2682,0.4622,9.6663
2024-07-24 21:18:30.494,-0.2347,0.4838,9.6879
2024-07-24 21:18:40.497,-0.2778,0.5125,9.7286
2024-07-24 21:18:50.501,-0.2898,0.467,9.7262
2024-07-24 21:19:00.507,-0.2515,0.491,9.7358
2024-07-24 21:19:10.510,-0.2203,0.4287,9.7262
2024-07-24 21:19:20.436,-0.2635,0.479,9.7262
2024-07-24 21:19:30.443,-0.2371,0.479,9.7645
2024-07-24 21:19:40.447,-0.2539,0.4598,9.7334
2024-07-24 21:19:50.452,-0.2179,0.4862,9.6831
2024-07-24 21:20:00.455,-0.2419,0.4622,9.7094
2024-07-24 21:20:10.458,-0.2754,0.4263,9.7334
2024-07-24 21:20:20.462,-0.2419,0.4622,9.7142
2024-07-24 21:20:30.465,-0.2132,0.3976,9.7381
2024-07-24 21:20:40.471,-0.2658,0.5221,9.7238
