timestamp,step
2024-10-19 14:17:34.074,1
2024-10-20 11:23:42.070,1
2024-10-20 11:23:42.685,1
2024-10-20 11:23:43.301,1
2024-10-20 11:24:16.159,1
2024-10-20 11:24:17.330,1
2024-10-20 11:24:20.941,1
2024-10-20 11:24:21.378,1
2024-10-20 11:24:34.782,1
2024-10-20 11:24:47.578,1
2024-10-20 11:29:17.240,1
2024-10-20 11:29:17.471,1
2024-10-20 11:29:17.779,1
2024-10-20 11:29:18.087,1
2024-10-20 11:29:18.393,1
2024-10-20 11:29:18.853,1
2024-10-20 11:29:19.550,1
2024-10-20 11:29:20.242,1
2024-10-20 11:29:20.472,1
2024-10-20 11:29:21.618,1
2024-10-20 11:29:22.551,1
2024-10-20 11:29:22.936,1
2024-10-20 11:29:24.091,1
2024-10-20 12:21:59.648,1
2024-10-20 12:22:00.176,1
2024-10-20 12:22:01.102,1
2024-10-20 12:22:16.615,1
2024-10-20 12:22:17.847,1
2024-10-20 12:22:18.376,1
2024-10-20 12:22:19.155,1
2024-10-20 12:22:19.603,1
2024-10-20 12:22:20.323,1
2024-10-20 12:22:20.946,1
2024-10-20 12:22:21.720,1
2024-10-20 12:22:22.259,1
2024-10-20 12:22:22.557,1
2024-10-20 12:57:44.343,1
2024-10-20 12:57:44.960,1
2024-10-20 12:57:45.576,1
2024-10-20 12:57:46.814,1
2024-10-20 12:57:47.885,1
2024-10-20 12:57:48.884,1
2024-10-20 12:57:49.347,1
2024-10-20 12:57:50.287,1
2024-10-20 12:58:03.790,1
2024-10-20 12:58:04.096,1
2024-10-20 12:58:04.561,1
2024-10-20 12:58:05.716,1
2024-10-20 13:05:04.395,1
2024-10-20 13:07:58.962,1
2024-10-20 13:07:59.171,1
2024-10-20 13:07:59.650,1
2024-10-20 13:38:33.252,1
2024-10-20 13:39:41.993,1
2024-10-20 13:39:48.459,1
2024-10-20 13:40:03.318,1
2024-10-20 13:40:03.779,1
2024-10-20 13:40:04.318,1
2024-10-20 13:40:05.009,1
2024-10-20 13:40:05.472,1
2024-10-20 13:40:06.088,1
2024-10-20 13:40:06.626,1
2024-10-20 13:40:07.165,1
2024-10-20 13:40:07.704,1
2024-10-20 13:40:08.244,1
2024-10-20 13:40:08.701,1
2024-10-20 13:40:09.398,1
2024-10-20 13:40:09.861,1
2024-10-20 13:40:10.553,1
2024-10-20 13:40:10.937,1
2024-10-20 13:40:11.629,1
2024-10-20 13:40:12.160,1
2024-10-20 13:40:12.940,1
2024-10-20 13:40:13.400,1
2024-10-20 13:40:14.170,1
2024-10-20 13:40:14.555,1
2024-10-20 13:40:18.482,1
2024-10-20 13:40:19.021,1
2024-10-20 13:40:19.623,1
2024-10-20 13:40:20.099,1
2024-10-20 13:40:20.715,1
2024-10-20 13:40:21.335,1
2024-10-20 13:40:22.408,1
2024-10-20 13:40:43.577,1
2024-10-20 13:40:44.116,1
2024-10-20 13:40:44.577,1
2024-10-20 13:40:45.117,1
2024-10-20 13:40:45.734,1
2024-10-20 13:41:07.442,1
2024-10-20 13:41:07.980,1
2024-10-20 13:41:08.673,1
2024-10-20 13:41:09.289,1
2024-10-20 13:41:09.829,1
2024-10-20 13:41:10.371,1
2024-10-20 13:41:10.905,1
2024-10-20 13:41:11.444,1
2024-10-20 13:41:12.138,1
2024-10-20 13:41:12.600,1
2024-10-20 13:41:13.139,1
2024-10-20 13:41:13.677,1
2024-10-20 13:41:14.294,1
