timestamp,motion
2022-10-12 14:50:29,1
2022-10-12 14:50:30,1
2022-10-12 14:52:35,1
2022-10-12 14:54:16,1
2022-10-12 14:55:47,1
2022-10-12 14:57:57,1
2022-10-12 14:59:27,1
2022-10-12 15:01:30,1
2022-10-12 15:21:27,1
2022-10-12 15:25:38,1
2022-10-12 15:31:47,1
2022-10-12 16:05:11,1
2022-10-13 17:31:49,1
2022-10-13 17:32:10,1
2022-10-13 17:34:10,1
2022-10-13 17:36:17,1
2022-10-13 17:38:06,1
2022-10-13 17:43:18,1
2022-10-13 17:48:14,1
2022-10-13 17:57:11,1
2022-10-13 17:59:11,1
2022-10-13 18:11:01,1
2022-10-13 18:13:33,1
2022-10-13 18:15:46,1
2022-10-13 18:17:27,1
2022-10-13 18:26:17,1
2022-10-13 18:29:19,1
2022-10-13 18:31:41,1
2022-10-13 18:33:41,1
2022-10-13 18:49:04,1
2022-10-13 18:50:58,1
2022-10-13 18:52:56,1
2022-10-13 18:54:28,1
2022-10-13 19:10:47,1
2022-10-13 20:17:19,1
2022-10-13 20:27:06,1
2022-10-13 21:24:07,1
2022-10-13 21:26:03,1
2022-10-13 21:27:37,1
2022-10-13 21:31:56,1
2022-10-13 21:33:56,1
2022-10-13 21:35:33,1
2022-10-13 21:37:23,1
2022-10-13 21:56:56,1
2022-10-13 21:58:56,1
2022-10-13 22:29:08,1
2022-10-13 22:31:08,1
2022-10-13 22:33:08,1
2022-10-13 22:35:08,1
2022-10-13 22:37:08,1
2022-10-13 22:39:08,1
2022-10-13 22:41:22,1
2022-10-13 22:43:22,1
2022-10-13 23:12:20,1
2022-10-14 00:42:15,1
2022-10-14 00:44:09,1
2022-10-14 01:59:57,1
2022-10-14 02:01:54,1
2022-10-14 02:05:14,1
2022-10-14 02:09:04,1
2022-10-14 02:10:35,1
2022-10-14 09:34:04,1
2022-10-14 09:36:33,1
2022-10-14 09:39:55,1
2022-10-14 09:41:49,1
2022-10-14 09:43:49,1
2022-10-14 09:45:48,1
2022-10-14 09:48:24,1
2022-10-14 09:50:01,1
2022-10-14 10:25:03,1
2022-10-14 10:31:31,1
2022-10-14 10:33:31,1
2022-10-14 13:28:01,1
2022-10-14 13:29:58,1
2022-10-14 15:03:53,1
2022-10-14 15:05:32,1
2022-10-14 15:07:42,1
2022-10-14 15:09:20,1
2022-10-14 16:48:50,1
2022-10-14 16:51:13,1
2022-10-14 18:40:02,1
2022-10-14 18:42:02,1
2022-10-14 18:44:02,1
2022-10-14 18:46:02,1
2022-10-14 18:49:07,1
2022-10-14 18:51:10,1
2022-10-14 18:52:59,1
2022-10-14 20:17:46,1
2022-10-14 20:20:34,1
2022-10-14 20:22:17,1
2022-10-14 20:24:30,1
2022-10-14 20:36:54,1
2022-10-14 20:38:45,1
2022-10-14 20:48:29,1
2022-10-14 21:10:55,1
2022-10-14 21:45:15,1
2022-10-14 21:55:11,1
2022-10-14 23:23:54,1
2022-10-14 23:32:18,1
2022-10-14 23:38:03,1
2022-10-14 23:39:39,1
2022-10-14 23:41:34,1
2022-10-14 23:43:14,1
2022-10-15 00:20:25,1
2022-10-15 00:38:52,1
