timestamp,acceleration-count,acceleration-entropy,acceleration-kurtosis,acceleration-mean,acceleration-skew,acceleration-std,acceleration-sum
2024-07-25,6808.0,3.6651,322.8312,9.7657,0.7777,0.2432,66484.8299
2024-07-26,8636.0,3.468,0.0977,9.756,0.024,0.0225,84252.7533
2024-07-27,8635.0,3.4629,0.1316,9.751,0.0351,0.0223,84199.9638
2024-07-28,8639.0,3.42,0.215,9.7477,0.0757,0.0223,84210.8051
2024-07-29,8635.0,3.4101,0.0731,9.7501,-0.0128,0.0226,84191.9033
2024-07-30,8637.0,3.4129,0.0967,9.749,0.0353,0.0224,84201.8289
2024-07-31,8635.0,3.4028,0.0767,9.7551,-0.0171,0.0226,84235.183
2024-08-01,8637.0,3.4132,0.0434,9.7545,0.0269,0.0226,84249.818
2024-08-02,3422.0,3.1641,0.1914,9.753,0.0754,0.0224,33374.7593
2024-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
