timestamp,step
2023-09-01 08:26:16.794,1
2023-09-01 08:26:17.264,1
2023-09-01 08:26:17.805,1
2023-09-01 08:26:18.318,1
2023-09-01 08:26:18.842,1
2023-09-01 08:26:19.238,1
2023-09-01 08:26:19.737,1
2023-09-01 08:26:20.048,1
2023-09-01 09:33:30.291,1
2023-09-01 09:33:30.906,1
2023-09-01 09:33:31.377,1
2023-09-01 09:33:31.926,1
2023-09-01 09:33:32.465,1
2023-09-01 09:33:33.012,1
2023-09-01 09:33:33.560,1
2023-09-01 09:33:34.094,1
2023-09-01 09:33:34.644,1
2023-09-01 09:33:35.179,1
2023-09-01 09:33:36.265,1
2023-09-01 09:33:36.807,1
2023-09-01 09:33:37.349,1
2023-09-01 09:33:37.815,1
2023-09-01 09:33:38.359,1
2023-09-01 09:33:38.750,1
2023-09-01 09:33:39.375,1
2023-09-01 09:33:39.920,1
2023-09-01 09:33:40.385,1
2023-09-01 09:33:41.007,1
2023-09-01 09:33:41.465,1
2023-09-01 09:33:41.933,1
2023-09-01 09:33:42.951,1
2023-09-01 09:33:43.573,1
2023-09-01 09:33:44.184,1
2023-09-01 09:33:44.659,1
2023-09-01 09:33:45.203,1
2023-09-01 09:33:45.745,1
2023-09-01 09:33:46.129,1
2023-09-01 09:33:46.364,1
2023-09-01 09:33:46.754,1
2023-09-01 09:33:47.142,1
2023-09-01 09:33:47.754,1
2023-09-01 09:33:48.230,1
2023-09-01 09:33:48.773,1
2023-09-01 09:33:49.238,1
2023-09-01 09:33:50.091,1
2023-09-01 09:33:50.627,1
2023-09-01 09:34:09.185,1
2023-09-01 09:34:09.885,1
2023-09-01 09:34:10.975,1
2023-09-01 09:34:11.283,1
2023-09-01 09:34:11.658,1
2023-09-01 09:34:48.147,1
2023-09-01 09:34:48.614,1
2023-09-01 09:34:49.151,1
2023-09-01 09:34:49.689,1
2023-09-01 09:34:50.155,1
2023-09-01 09:34:50.698,1
2023-09-01 09:34:51.178,1
2023-09-01 09:34:51.558,1
2023-09-01 09:34:52.187,1
2023-09-01 09:34:52.644,1
2023-09-01 09:34:53.197,1
2023-09-01 09:34:53.655,1
2023-09-01 09:34:54.128,1
2023-09-01 09:34:54.669,1
2023-09-01 09:34:55.137,1
2023-09-01 09:34:55.604,1
2023-09-01 09:34:56.146,1
2023-09-01 09:34:56.601,1
2023-09-01 09:34:57.154,1
