timestamp,heartrate
2023-09-01 11:37:53.935,85
2023-09-01 11:37:54.898,85
2023-09-01 11:37:55.860,85
2023-09-01 11:37:56.831,85
2023-09-01 11:37:57.794,85
2023-09-01 11:37:58.710,85
2023-09-01 11:37:59.724,82
2023-09-01 11:38:00.682,80
2023-09-01 11:38:01.653,76
2023-09-01 11:38:02.608,73
2023-09-01 11:38:03.589,73
2023-09-01 11:38:04.492,73
2023-09-01 11:38:05.505,73
2023-09-01 12:07:56.910,108
2023-09-01 12:07:57.869,108
2023-09-01 12:07:58.803,108
2023-09-01 12:07:59.817,108
2023-09-01 12:08:00.790,108
2023-09-01 12:08:01.753,108
2023-09-01 12:08:02.723,108
2023-09-01 12:08:03.696,108
2023-09-01 12:08:04.614,108
2023-09-01 12:08:05.639,108
2023-09-01 12:37:43.354,84
2023-09-01 12:37:44.322,84
2023-09-01 12:37:45.295,84
2023-09-01 12:37:46.261,83
2023-09-01 12:37:47.187,83
2023-09-01 12:37:48.205,83
2023-09-01 12:37:49.182,83
2023-09-01 12:37:50.146,82
2023-09-01 12:37:51.123,80
2023-09-01 12:37:52.085,81
2023-09-01 12:37:53.011,81
2023-09-01 12:37:54.028,81
2023-09-01 12:37:55.004,81
2023-09-01 12:37:55.968,81
2023-09-01 12:37:56.945,81
2023-09-01 12:37:57.911,81
2023-09-01 12:37:58.825,81
2023-09-01 12:37:59.852,78
2023-09-01 12:38:00.826,78
2023-09-01 12:38:01.781,77
2023-09-01 12:38:02.766,77
2023-09-01 12:38:03.724,76
2023-09-01 12:38:04.655,76
2023-09-01 12:38:05.673,76
2023-09-01 14:07:44.385,84
2023-09-01 14:07:45.364,84
2023-09-01 14:07:46.324,84
2023-09-01 14:07:47.249,84
2023-09-01 14:07:48.261,83
2023-09-01 14:07:49.236,84
2023-09-01 14:07:50.191,83
2023-09-01 14:07:51.172,83
2023-09-01 14:07:52.130,83
2023-09-01 14:07:53.061,83
2023-09-01 14:07:54.074,82
2023-09-01 14:07:55.041,83
2023-09-01 14:07:56.011,82
2023-09-01 14:07:56.973,82
2023-09-01 14:07:57.948,82
2023-09-01 14:07:58.865,82
2023-09-01 14:07:59.881,82
2023-09-01 14:08:00.842,82
2023-09-01 14:08:01.816,82
2023-09-01 14:08:02.772,81
2023-09-01 14:08:03.750,82
2023-09-01 14:08:04.666,82
2023-09-01 14:08:05.684,82
2023-09-01 14:37:43.469,76
2023-09-01 14:37:44.447,76
2023-09-01 14:37:45.407,76
2023-09-01 14:37:46.372,75
2023-09-01 14:37:47.292,75
2023-09-01 14:37:48.303,75
2023-09-01 14:37:49.273,75
2023-09-01 14:37:50.237,75
2023-09-01 14:37:51.210,75
2023-09-01 14:37:52.164,76
2023-09-01 14:37:53.094,76
2023-09-01 14:37:54.107,76
2023-09-01 14:37:55.068,77
2023-09-01 14:37:56.037,77
2023-09-01 14:37:56.995,78
2023-09-01 14:37:57.969,78
2023-09-01 14:37:58.883,78
2023-09-01 14:37:59.904,78
2023-09-01 14:38:00.867,78
2023-09-01 14:38:01.823,78
2023-09-01 14:38:02.792,78
2023-09-01 14:38:03.754,78
2023-09-01 14:38:04.665,78
2023-09-01 14:38:05.686,79
2023-09-01 15:07:46.453,97
2023-09-01 15:07:47.372,97
2023-09-01 15:07:48.384,97
2023-09-01 15:07:49.357,97
2023-09-01 15:07:50.319,97
2023-09-01 15:07:51.287,98
2023-09-01 15:07:52.252,98
2023-09-01 15:07:53.177,98
2023-09-01 15:07:54.187,98
2023-09-01 15:07:55.148,98
2023-09-01 15:07:56.121,98
2023-09-01 15:07:57.080,98
2023-09-01 15:07:58.052,98
2023-09-01 15:07:58.974,98
2023-09-01 15:07:59.987,98
2023-09-01 15:08:00.959,98
2023-09-01 15:08:01.926,98
2023-09-01 15:08:02.895,85
2023-09-01 15:08:03.854,83
2023-09-01 15:08:04.776,83
2023-09-01 15:08:05.791,83
2023-09-01 15:37:43.478,82
2023-09-01 15:37:44.445,82
2023-09-01 15:37:45.406,82
2023-09-01 15:37:46.374,79
2023-09-01 15:37:47.290,79
2023-09-01 15:37:48.303,79
2023-09-01 15:37:49.258,78
2023-09-01 15:37:50.228,79
2023-09-01 15:37:51.200,79
2023-09-01 15:37:52.155,79
2023-09-01 15:37:53.074,79
2023-09-01 15:37:54.084,79
2023-09-01 15:37:55.058,79
2023-09-01 15:37:56.022,79
2023-09-01 15:37:56.979,79
2023-09-01 15:37:57.953,79
2023-09-01 15:37:58.867,79
2023-09-01 15:37:59.881,79
2023-09-01 15:38:00.836,79
2023-09-01 15:38:01.810,79
2023-09-01 15:38:02.777,79
2023-09-01 15:38:03.731,79
2023-09-01 15:38:04.651,79
2023-09-01 15:38:05.660,79
2023-09-01 16:07:43.497,76
2023-09-01 16:07:44.465,76
2023-09-01 16:07:45.420,76
2023-09-01 16:07:46.388,76
2023-09-01 16:07:47.303,76
2023-09-01 16:07:48.305,76
2023-09-01 16:07:49.279,76
2023-09-01 16:07:50.232,77
2023-09-01 16:07:51.203,77
2023-09-01 16:07:52.153,78
2023-09-01 16:07:53.078,78
2023-09-01 16:07:54.092,78
2023-09-01 16:07:55.044,78
2023-09-01 16:07:56.015,78
2023-09-01 16:07:56.973,78
2023-09-01 16:07:57.932,78
2023-09-01 16:07:58.851,78
2023-09-01 16:07:59.853,79
2023-09-01 16:08:00.841,79
2023-09-01 16:08:01.781,78
2023-09-01 16:08:02.743,77
2023-09-01 16:08:03.707,77
2023-09-01 16:08:04.621,77
2023-09-01 16:08:05.644,77
2023-09-01 17:07:45.526,71
2023-09-01 17:07:46.488,71
2023-09-01 17:07:47.403,71
2023-09-01 17:07:48.412,71
2023-09-01 17:07:49.381,71
2023-09-01 17:07:50.346,72
2023-09-01 17:07:51.301,73
2023-09-01 17:07:52.273,73
2023-09-01 17:07:53.186,73
2023-09-01 17:07:54.201,73
2023-09-01 17:07:55.154,75
2023-09-01 17:07:56.119,75
2023-09-01 17:07:57.086,75
2023-09-01 17:07:58.045,75
2023-09-01 17:07:58.963,75
2023-09-01 17:07:59.976,75
2023-09-01 17:08:00.941,76
2023-09-01 17:08:01.903,76
2023-09-01 17:08:02.864,76
2023-09-01 17:08:03.833,76
2023-09-01 17:08:04.747,76
2023-09-01 17:08:05.758,76
2023-09-01 18:07:51.397,63
2023-09-01 18:07:52.355,63
2023-09-01 18:07:53.275,63
2023-09-01 18:07:54.286,63
2023-09-01 18:07:55.260,64
2023-09-01 18:07:56.222,64
2023-09-01 18:07:57.187,65
2023-09-01 18:07:58.154,65
2023-09-01 18:07:59.067,65
2023-09-01 18:08:00.084,65
2023-09-01 18:08:01.043,64
2023-09-01 18:08:02.019,65
2023-09-01 18:08:02.980,65
2023-09-01 18:08:03.934,65
2023-09-01 18:08:04.852,65
2023-09-01 18:08:05.866,65
2023-09-01 18:37:48.545,64
2023-09-01 18:37:49.504,64
2023-09-01 18:37:50.475,64
2023-09-01 18:37:51.431,63
2023-09-01 18:37:52.411,64
2023-09-01 18:37:53.312,64
2023-09-01 18:37:54.327,64
2023-09-01 18:37:55.306,64
2023-09-01 18:37:56.262,63
2023-09-01 18:37:57.234,64
2023-09-01 18:37:58.189,64
2023-09-01 18:37:59.108,64
2023-09-01 18:38:00.132,65
2023-09-01 18:38:01.093,65
2023-09-01 18:38:02.064,64
2023-09-01 18:38:03.021,64
2023-09-01 18:38:03.994,65
2023-09-01 18:38:04.909,65
2023-09-01 18:38:05.923,65
2023-09-01 19:07:49.501,71
2023-09-01 19:07:50.481,71
2023-09-01 19:07:51.441,71
2023-09-01 19:07:52.422,70
2023-09-01 19:07:53.330,70
2023-09-01 19:07:54.353,70
2023-09-01 19:07:55.322,69
2023-09-01 19:07:56.282,68
2023-09-01 19:07:57.257,66
2023-09-01 19:07:58.215,67
2023-09-01 19:07:59.138,67
2023-09-01 19:08:00.152,67
2023-09-01 19:08:01.127,67
2023-09-01 19:08:02.080,67
2023-09-01 19:08:03.060,68
2023-09-01 19:08:04.019,68
2023-09-01 19:08:04.950,68
2023-09-01 19:08:05.964,68
2023-09-01 19:37:44.694,70
2023-09-01 19:37:45.658,70
2023-09-01 19:37:46.631,70
2023-09-01 19:37:47.551,70
2023-09-01 19:37:48.572,70
2023-09-01 19:37:49.534,70
2023-09-01 19:37:50.508,69
2023-09-01 19:37:51.469,69
2023-09-01 19:37:52.450,69
