timestamp,motion
2023-02-27 20:44:02,1
2023-02-27 20:45:56,1
2023-02-27 21:05:02,1
2023-02-27 21:37:32,1
2023-02-27 21:42:28,1
2023-02-27 21:56:19,1
2023-02-27 22:30:09,1
2023-02-27 23:34:28,1
2023-02-28 06:25:26,1
2023-02-28 06:27:11,1
2023-02-28 06:28:56,1
2023-02-28 06:31:30,1
2023-02-28 06:33:04,1
2023-02-28 06:34:47,1
2023-02-28 06:36:18,1
2023-02-28 06:37:58,1
2023-02-28 06:41:01,1
2023-02-28 06:43:18,1
2023-02-28 06:46:15,1
2023-02-28 06:48:01,1
2023-02-28 06:49:45,1
2023-02-28 08:15:48,1
2023-02-28 08:21:08,1
2023-02-28 08:47:46,1
2023-02-28 10:10:24,1
2023-02-28 12:05:45,1
2023-02-28 12:09:03,1
2023-02-28 12:16:54,1
2023-02-28 12:20:51,1
2023-02-28 12:36:42,1
2023-02-28 12:57:06,1
2023-02-28 14:00:37,1
2023-02-28 14:02:43,1
2023-02-28 14:05:38,1
2023-02-28 16:14:48,1
2023-02-28 16:17:43,1
2023-02-28 16:19:20,1
2023-02-28 16:23:17,1
2023-02-28 16:26:56,1
2023-02-28 16:39:50,1
2023-02-28 16:42:40,1
2023-02-28 16:48:27,1
2023-02-28 16:50:16,1
2023-02-28 16:59:25,1
2023-02-28 17:02:48,1
2023-02-28 17:04:22,1
2023-02-28 17:06:47,1
2023-02-28 17:08:53,1
2023-02-28 17:11:29,1
2023-02-28 17:15:29,1
2023-02-28 17:17:10,1
2023-02-28 17:33:54,1
2023-02-28 17:36:44,1
2023-02-28 17:38:34,1
2023-02-28 17:43:55,1
2023-02-28 17:46:14,1
2023-02-28 17:49:11,1
2023-02-28 17:53:15,1
2023-02-28 17:55:55,1
2023-02-28 17:59:20,1
2023-02-28 18:01:21,1
2023-02-28 18:03:19,1
2023-02-28 18:05:00,1
2023-02-28 18:06:50,1
2023-02-28 18:09:53,1
2023-02-28 18:11:35,1
2023-02-28 18:13:30,1
2023-02-28 18:15:22,1
2023-02-28 18:17:30,1
2023-02-28 18:19:53,1
2023-02-28 18:22:04,1
2023-02-28 18:23:54,1
2023-02-28 18:26:26,1
2023-02-28 18:28:20,1
2023-02-28 18:42:58,1
2023-02-28 18:45:47,1
2023-02-28 18:48:13,1
2023-02-28 18:50:38,1
2023-02-28 18:52:08,1
2023-02-28 18:53:58,1
2023-02-28 18:56:11,1
2023-02-28 18:58:40,1
2023-02-28 19:31:48,1
2023-02-28 19:36:20,1
2023-02-28 19:39:52,1
2023-02-28 19:46:11,1
2023-02-28 20:23:02,1
2023-02-28 20:41:07,1
2023-02-28 20:42:50,1
2023-02-28 20:44:38,1
2023-02-28 20:46:12,1
2023-02-28 20:47:52,1
2023-02-28 20:49:25,1
2023-02-28 20:51:25,1
2023-02-28 20:53:25,1
2023-02-28 20:55:25,1
2023-02-28 20:57:26,1
2023-02-28 20:59:25,1
2023-02-28 21:01:25,1
2023-02-28 21:03:25,1
2023-02-28 21:05:26,1
2023-02-28 21:07:26,1
2023-02-28 21:09:25,1
2023-02-28 21:11:38,1
2023-02-28 21:13:08,1
2023-02-28 21:15:05,1
2023-02-28 21:17:05,1
2023-02-28 21:19:05,1
2023-02-28 21:21:05,1
2023-02-28 21:23:05,1
2023-02-28 21:24:57,1
2023-02-28 21:27:09,1
2023-02-28 21:28:57,1
2023-02-28 21:31:30,1
2023-02-28 21:33:01,1
2023-02-28 21:34:33,1
2023-02-28 21:36:33,1
2023-02-28 21:38:57,1
2023-02-28 21:40:27,1
2023-02-28 21:42:27,1
2023-02-28 21:49:16,1
2023-02-28 21:52:51,1
2023-02-28 21:57:03,1
2023-02-28 21:59:10,1
2023-02-28 22:05:26,1
2023-02-28 22:07:00,1
2023-02-28 22:08:40,1
2023-02-28 22:19:25,1
2023-02-28 23:03:21,1
2023-02-28 23:05:14,1
2023-02-28 23:07:11,1
2023-02-28 23:08:43,1
2023-02-28 23:11:05,1
2023-02-28 23:13:33,1
2023-02-28 23:17:52,1
2023-02-28 23:25:55,1
2023-02-28 23:28:45,1
2023-03-01 06:20:35,1
2023-03-01 06:22:42,1
2023-03-01 06:24:44,1
2023-03-01 06:26:32,1
2023-03-01 06:28:42,1
2023-03-01 06:30:38,1
2023-03-01 06:32:27,1
2023-03-01 06:34:48,1
2023-03-01 06:48:26,1
2023-03-01 06:50:06,1
2023-03-01 06:52:56,1
2023-03-01 08:12:01,1
2023-03-01 08:19:37,1
2023-03-01 08:22:27,1
2023-03-01 08:24:23,1
2023-03-01 08:26:40,1
2023-03-01 08:28:33,1
2023-03-01 08:30:24,1
2023-03-01 08:35:30,1
2023-03-01 08:38:26,1
2023-03-01 08:42:48,1
2023-03-01 08:44:40,1
2023-03-01 09:00:16,1
2023-03-01 09:02:22,1
2023-03-01 09:22:31,1
2023-03-01 11:26:23,1
2023-03-01 12:03:22,1
2023-03-01 12:05:14,1
2023-03-01 12:07:14,1
2023-03-01 12:10:15,1
2023-03-01 12:12:10,1
2023-03-01 12:26:29,1
2023-03-01 12:28:22,1
2023-03-01 12:29:52,1
2023-03-01 12:31:57,1
2023-03-01 12:49:07,1
2023-03-01 12:50:58,1
2023-03-01 12:52:58,1
2023-03-01 12:54:58,1
2023-03-01 12:56:58,1
2023-03-01 12:58:58,1
2023-03-01 13:00:58,1
2023-03-01 13:02:57,1
2023-03-01 13:04:41,1
2023-03-01 13:06:41,1
2023-03-01 13:56:57,1
2023-03-01 13:58:57,1
2023-03-01 14:00:57,1
2023-03-01 14:02:40,1
2023-03-01 14:05:00,1
2023-03-01 14:07:00,1
2023-03-01 14:26:42,1
2023-03-01 14:32:39,1
2023-03-01 14:46:33,1
2023-03-01 14:48:32,1
2023-03-01 14:50:14,1
2023-03-01 15:41:40,1
2023-03-01 16:14:39,1
2023-03-01 16:45:11,1
2023-03-01 16:47:42,1
2023-03-01 16:50:03,1
2023-03-01 16:51:56,1
2023-03-01 17:02:15,1
2023-03-01 18:16:42,1
2023-03-01 18:36:06,1
2023-03-01 18:52:53,1
2023-03-01 18:54:53,1
2023-03-01 18:57:06,1
2023-03-01 20:50:00,1
2023-03-01 20:52:24,1
2023-03-01 20:54:48,1
2023-03-01 20:56:48,1
2023-03-01 20:58:48,1
2023-03-02 00:31:48,1
2023-03-02 02:09:23,1
2023-03-02 04:25:54,1
2023-03-02 06:42:07,1
2023-03-02 06:43:48,1
2023-03-02 07:16:31,1
2023-03-02 07:28:06,1
2023-03-02 07:30:06,1
2023-03-02 07:32:06,1
2023-03-02 07:40:50,1
2023-03-02 07:43:23,1
2023-03-02 08:26:04,1
2023-03-02 09:30:12,1
2023-03-02 09:32:11,1
2023-03-02 09:36:49,1
2023-03-02 09:39:07,1
2023-03-02 09:41:07,1
2023-03-02 10:24:59,1
2023-03-02 10:26:35,1
2023-03-02 10:28:21,1
2023-03-02 15:59:08,1
2023-03-02 16:00:49,1
2023-03-02 16:02:27,1
2023-03-02 16:44:49,1
2023-03-02 16:46:48,1
2023-03-02 16:49:07,1
2023-03-02 17:07:57,1
2023-03-02 17:10:23,1
2023-03-02 17:18:28,1
2023-03-02 17:20:28,1
2023-03-02 17:22:29,1
2023-03-02 17:24:28,1
2023-03-02 17:26:29,1
2023-03-02 17:28:28,1
2023-03-02 17:30:17,1
2023-03-02 17:36:40,1
2023-03-02 17:38:49,1
2023-03-02 17:40:49,1
2023-03-02 18:33:41,1
2023-03-02 19:14:09,1
2023-03-02 19:44:51,1
2023-03-02 20:22:11,1
2023-03-02 20:24:23,1
2023-03-02 20:42:28,1
2023-03-02 21:00:22,1
2023-03-02 21:02:07,1
2023-03-02 21:09:15,1
2023-03-02 21:20:23,1
2023-03-02 23:57:57,1
2023-03-03 00:09:53,1
2023-03-03 01:18:24,1
2023-03-03 05:59:08,1
2023-03-03 06:09:02,1
2023-03-03 06:22:16,1
2023-03-03 06:23:47,1
2023-03-03 06:25:47,1
2023-03-03 06:27:47,1
2023-03-03 06:29:50,1
2023-03-03 06:43:28,1
2023-03-03 06:46:11,1
2023-03-03 06:48:11,1
2023-03-03 06:50:42,1
2023-03-03 07:02:43,1
2023-03-03 07:27:00,1
2023-03-03 14:28:20,1
2023-03-03 14:33:58,1
2023-03-03 14:55:30,1
2023-03-03 14:59:01,1
2023-03-03 15:13:12,1
2023-03-03 16:13:16,1
2023-03-03 16:15:19,1
2023-03-03 16:17:22,1
2023-03-03 17:01:04,1
2023-03-03 17:03:09,1
2023-03-03 17:05:58,1
2023-03-03 17:08:13,1
2023-03-03 17:10:21,1
2023-03-03 17:12:33,1
2023-03-03 17:34:30,1
2023-03-03 17:37:14,1
2023-03-03 17:39:44,1
2023-03-03 17:47:45,1
2023-03-03 19:34:14,1
2023-03-03 19:36:14,1
2023-03-03 19:38:23,1
2023-03-03 19:40:49,1
2023-03-03 19:42:21,1
2023-03-03 20:52:01,1
2023-03-03 20:54:00,1
2023-03-03 20:55:56,1
2023-03-03 20:57:56,1
2023-03-03 21:07:50,1
2023-03-03 23:11:17,1
2023-03-04 01:45:53,1
2023-03-04 03:04:11,1
2023-03-04 04:33:03,1
2023-03-04 06:14:46,1
2023-03-04 07:30:08,1
2023-03-04 08:07:31,1
2023-03-04 08:09:07,1
2023-03-04 08:10:58,1
2023-03-04 08:12:37,1
2023-03-04 08:14:37,1
2023-03-04 08:33:13,1
2023-03-04 08:35:21,1
2023-03-04 09:25:44,1
2023-03-04 09:27:27,1
2023-03-04 09:29:41,1
2023-03-04 09:32:50,1
2023-03-04 12:07:12,1
2023-03-04 12:09:25,1
2023-03-04 12:11:25,1
2023-03-04 12:13:33,1
2023-03-04 12:15:58,1
2023-03-04 12:17:30,1
2023-03-04 12:19:26,1
2023-03-04 12:21:00,1
2023-03-04 12:28:47,1
2023-03-04 12:31:00,1
2023-03-04 12:36:23,1
2023-03-04 12:48:43,1
2023-03-04 14:20:35,1
2023-03-04 14:22:35,1
2023-03-04 15:06:19,1
2023-03-04 16:16:05,1
2023-03-04 16:55:15,1
2023-03-04 16:57:15,1
2023-03-04 16:59:15,1
2023-03-04 17:00:56,1
2023-03-04 17:03:22,1
2023-03-04 17:05:16,1
2023-03-04 17:20:43,1
2023-03-04 17:23:36,1
2023-03-04 17:25:45,1
2023-03-04 18:59:43,1
2023-03-04 19:12:09,1
2023-03-04 19:14:31,1
2023-03-04 20:30:17,1
2023-03-04 20:31:51,1
2023-03-04 20:49:21,1
2023-03-04 20:52:20,1
2023-03-04 20:54:46,1
2023-03-04 23:23:58,1
2023-03-05 03:08:16,1
2023-03-05 07:23:23,1
2023-03-05 07:25:23,1
2023-03-05 07:36:52,1
2023-03-05 07:38:52,1
