timestamp,heartrate
2023-03-01 11:29:32.372,82
2023-03-01 12:01:27.573,78
2023-03-01 12:01:28.494,78
2023-03-01 12:01:29.510,78
2023-03-01 12:01:30.486,78
2023-03-01 12:01:31.456,78
2023-03-01 12:01:32.414,78
2023-03-01 12:01:33.389,79
2023-03-01 12:01:34.312,79
2023-03-01 12:01:35.330,79
2023-03-01 12:01:36.291,79
2023-03-01 12:01:37.255,79
2023-03-01 12:01:38.229,80
2023-03-01 12:01:39.203,80
2023-03-01 12:01:40.118,80
2023-03-01 12:01:41.133,80
2023-03-01 12:01:42.104,80
2023-03-01 12:01:43.053,80
2023-03-01 12:01:44.032,80
2023-03-01 12:01:44.995,80
2023-03-01 12:01:45.912,80
2023-03-01 12:01:46.931,80
2023-03-01 12:31:24.622,102
2023-03-01 12:31:25.576,102
2023-03-01 12:31:26.559,102
2023-03-01 12:31:27.523,100
2023-03-01 12:31:28.444,100
2023-03-01 12:31:29.466,97
2023-03-01 12:31:30.435,97
2023-03-01 12:31:31.412,97
2023-03-01 12:31:32.364,95
2023-03-01 12:31:33.348,96
2023-03-01 12:31:34.266,96
2023-03-01 12:31:35.289,96
2023-03-01 12:31:36.249,96
2023-03-01 12:31:37.226,95
2023-03-01 12:31:38.197,95
2023-03-01 12:31:39.162,95
2023-03-01 12:31:40.082,95
2023-03-01 12:31:41.101,95
2023-03-01 12:31:42.075,95
2023-03-01 12:31:43.043,95
2023-03-01 12:31:44.006,95
2023-03-01 12:31:44.982,95
2023-03-01 12:31:45.904,95
2023-03-01 12:31:46.922,95
2023-03-01 13:01:25.723,82
2023-03-01 13:01:26.684,82
2023-03-01 13:01:27.670,82
2023-03-01 13:01:28.587,82
2023-03-01 13:01:29.615,83
2023-03-01 13:01:30.582,82
2023-03-01 13:01:31.542,82
2023-03-01 13:01:32.522,84
2023-03-01 13:01:33.480,84
2023-03-01 13:01:34.410,84
2023-03-01 13:01:35.430,84
2023-03-01 13:01:36.391,84
2023-03-01 13:01:37.371,84
2023-03-01 13:01:38.327,84
2023-03-01 13:01:39.300,84
2023-03-01 13:01:40.229,84
2023-03-01 13:01:41.237,84
2023-03-01 13:01:42.209,85
2023-03-01 13:01:43.186,85
2023-03-01 13:01:44.142,85
2023-03-01 13:01:45.119,85
2023-03-01 13:01:46.026,85
2023-03-01 13:01:47.065,85
2023-03-01 13:31:25.710,79
2023-03-01 13:31:26.687,79
2023-03-01 13:31:27.648,79
2023-03-01 13:31:28.570,79
2023-03-01 13:31:29.589,79
2023-03-01 13:31:30.553,80
2023-03-01 13:31:31.530,80
2023-03-01 13:31:32.491,81
2023-03-01 13:31:33.466,81
2023-03-01 13:31:34.384,81
2023-03-01 13:31:35.402,82
2023-03-01 13:31:36.360,82
2023-03-01 13:31:37.337,82
2023-03-01 13:31:38.296,82
2023-03-01 13:31:39.260,83
2023-03-01 13:31:40.188,83
2023-03-01 13:31:41.193,83
2023-03-01 13:31:42.173,83
2023-03-01 13:31:43.135,83
2023-03-01 13:31:44.106,83
2023-03-01 13:31:45.070,83
2023-03-01 13:31:45.990,83
2023-03-01 13:31:47.006,83
2023-03-01 14:01:24.733,97
2023-03-01 14:01:25.713,97
2023-03-01 14:01:26.680,97
2023-03-01 14:01:27.642,96
2023-03-01 14:01:28.564,96
2023-03-01 14:01:29.587,95
2023-03-01 14:01:30.563,94
2023-03-01 14:01:31.525,94
2023-03-01 14:01:32.504,93
2023-03-01 14:01:33.471,94
2023-03-01 14:01:34.393,94
2023-03-01 14:01:35.416,93
2023-03-01 14:01:36.379,93
2023-03-01 14:01:37.354,93
2023-03-01 14:01:38.325,93
2023-03-01 14:01:39.284,93
2023-03-01 14:01:40.213,93
2023-03-01 14:01:41.233,93
2023-03-01 14:01:42.209,94
2023-03-01 14:01:43.170,94
2023-03-01 14:01:44.144,94
2023-03-01 14:01:45.121,94
2023-03-01 14:01:46.043,94
2023-03-01 14:01:47.085,94
2023-03-01 14:31:25.673,97
2023-03-01 14:31:26.655,97
2023-03-01 14:31:27.619,97
2023-03-01 14:31:28.540,97
2023-03-01 14:31:29.566,97
2023-03-01 14:31:30.530,95
2023-03-01 14:31:31.508,94
2023-03-01 14:31:32.471,95
2023-03-01 14:31:33.452,95
2023-03-01 14:31:34.372,95
2023-03-01 14:31:35.380,95
2023-03-01 14:31:36.363,95
2023-03-01 14:31:37.323,95
2023-03-01 14:31:38.302,94
2023-03-01 14:31:39.266,93
2023-03-01 14:31:40.187,93
2023-03-01 14:31:41.194,92
2023-03-01 14:31:42.175,91
2023-03-01 14:31:43.136,90
2023-03-01 14:31:44.117,90
