timestamp,step
2023-11-10 14:25:45.091,1
2023-11-10 14:25:45.342,1
2023-11-10 14:25:45.977,1
2023-11-10 14:25:46.712,1
2023-11-10 14:26:11.127,1
2023-11-10 14:26:12.086,1
2023-11-10 14:26:19.434,1
2023-11-10 14:26:49.930,1
2023-11-10 14:26:50.816,1
2023-11-10 14:26:51.459,1
2023-11-10 14:26:51.780,1
2023-11-10 14:26:52.665,1
2023-11-10 14:26:52.987,1
2023-11-10 14:31:37.622,1
2023-11-10 14:31:37.940,1
2023-11-10 14:31:38.503,1
2023-11-10 14:31:38.988,1
2023-11-10 14:35:13.831,1
2023-11-10 14:35:14.711,1
2023-11-10 14:35:15.516,1
2023-11-10 14:35:28.233,1
2023-11-10 14:35:29.039,1
2023-11-10 14:35:29.358,1
2023-11-10 14:35:29.925,1
2023-11-10 14:35:30.971,1
2023-11-10 14:35:45.935,1
2023-11-10 14:35:46.177,1
2023-11-10 14:39:50.747,1
2023-11-10 14:40:44.490,1
2023-11-10 14:40:45.531,1
2023-11-10 14:40:50.359,1
2023-11-10 14:40:58.966,1
2023-11-10 14:40:59.292,1
2023-11-10 14:41:00.339,1
2023-11-10 14:41:00.983,1
2023-11-10 14:45:23.003,1
2023-11-10 14:45:26.646,1
2023-11-10 14:45:42.511,1
2023-11-10 14:45:50.799,1
2023-11-10 14:45:51.601,1
2023-11-10 14:45:52.246,1
2023-11-10 14:46:00.294,1
2023-11-10 14:46:00.772,1
2023-11-10 14:46:27.732,1
2023-11-10 14:46:28.131,1
2023-11-10 15:00:41.450,1
2023-11-10 15:00:41.733,1
2023-11-10 15:00:55.503,1
2023-11-10 15:00:56.538,1
2023-11-10 15:00:56.789,1
2023-11-10 15:00:57.108,1
2023-11-10 15:01:04.731,1
2023-11-10 15:01:29.992,1
2023-11-10 15:02:54.303,1
2023-11-10 15:03:25.357,1
2023-11-10 15:03:25.681,1
2023-11-10 15:03:26.000,1
2023-11-10 15:03:26.395,1
2023-11-10 15:03:26.960,1
