timestamp,acceleration-count,acceleration-entropy,acceleration-kurtosis,acceleration-mean,acceleration-skew,acceleration-std,acceleration-sum
2023-03-01,4388.0,4.003,812.8515,9.884,19.5142,0.981,43371.0793
2023-03-02,8484.0,4.0717,253.1147,9.8461,8.0551,0.6861,83534.1835
2023-03-03,8588.0,3.9739,3349.7216,9.8561,46.8307,1.0715,84643.9191
2023-03-04,8490.0,3.9045,45.933,9.8342,2.2254,0.4582,83492.6285
2023-03-05,8497.0,4.1104,89.8196,9.833,4.0606,0.5594,83551.205
2023-03-06,7933.0,4.0148,204.5635,9.8354,8.0593,0.5815,78024.2435
2023-03-07,7075.0,3.8654,221.3924,9.8604,8.7083,0.6628,69762.0744
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-10,4111.0,3.9999,1052.2478,9.9006,23.7641,0.9735,40701.1863
2023-03-11,4938.0,4.0619,66.4673,9.9043,4.3672,0.6464,48907.2533
2023-03-12,5307.0,4.0849,116.684,9.9136,6.5729,0.8008,52611.2888
2023-03-13,5026.0,4.0909,37.7269,9.8563,1.6984,0.602,49537.9182
2023-03-14,5845.0,4.0806,191.3368,9.8597,7.1596,0.6294,57629.7483
2023-03-15,5338.0,4.1086,72.0072,9.8742,4.2461,0.6557,52708.2207
2023-03-16,4145.0,4.0142,135.334,9.8716,6.5833,0.7832,40917.6116
2023-03-17,5218.0,4.0553,78.7168,9.8743,4.0868,0.6898,51524.2991
2023-03-18,6286.0,4.0385,67.9019,9.8493,3.5294,0.4978,61912.3991
2023-03-19,5710.0,4.0638,34.4994,9.8563,1.6245,0.5981,56279.2569
2023-03-20,5629.0,4.0845,44.6692,9.9137,3.5328,0.6721,55804.35
2023-03-21,5209.0,4.1543,36.6271,9.9327,3.3907,0.8275,51739.4907
2023-03-22,5243.0,4.2341,25.4902,9.9136,2.0086,0.8716,51977.1635
2023-03-23,6299.0,4.1812,41.5064,9.8982,2.4591,0.7312,62348.7009
2023-03-24,4.0,1.0397,-2.2353,9.9498,-0.2293,0.0789,39.7993
2023-03-25,5761.0,3.9049,85.3971,9.8844,3.3355,0.5429,56944.2218
2023-03-26,5385.0,4.0251,34.5792,9.8724,1.0107,0.5302,53162.8015
2023-03-27,5631.0,4.036,90.1489,9.9008,4.4476,0.6657,55751.5533
2023-03-28,5545.0,3.9718,46.5399,9.8899,2.8868,0.5995,54839.3979
2023-03-29,5519.0,4.1124,239.8667,9.9382,11.5863,1.0286,54848.8459
2023-03-30,4.0,0.6931,-3.9236,9.969,-0.3518,0.0966,39.876
2023-03-31,5539.0,4.0047,102.1103,9.8955,4.3919,0.6631,54811.305
2023-04-01,5362.0,3.9459,84.2744,9.8832,5.4809,0.6024,52993.4918
2023-04-02,4951.0,3.9746,1105.4796,9.8847,24.7279,0.8467,48939.2775
2023-04-03,6094.0,4.1337,1911.235,9.8817,33.4805,1.0078,60218.9117
2023-04-04,5554.0,4.0784,337.3752,9.9076,12.7295,0.7992,55026.8795
2023-04-05,5488.0,4.0369,81.9817,9.9212,5.0944,0.728,54447.6971
2023-04-06,1982.0,3.3003,3.4858,9.8111,-0.1373,0.0673,19445.6358
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-08,4137.0,3.7124,208.4192,9.8578,7.8888,0.6068,40781.5767
2023-04-09,5620.0,3.9963,392.5249,9.8627,11.6259,0.774,55428.5057
2023-04-10,4956.0,4.0689,669.8017,9.8918,16.7963,0.8586,49023.633
2023-04-11,5579.0,3.9916,66.6771,9.8841,4.5386,0.6828,55143.3343
2023-04-12,4.0,1.0397,1.5824,9.9098,0.3968,0.0605,39.6393
2023-04-13,3446.0,4.0271,68.5101,9.894,4.4876,0.8065,34094.5534
2023-04-14,4446.0,4.209,39.1246,9.9452,3.8518,0.9983,44216.5454
2023-04-15,4616.0,4.0728,72.6444,9.9068,4.5797,0.743,45729.6442
2023-04-16,3593.0,4.1158,24.0687,9.9391,2.6625,0.9444,35711.2627
2023-04-17,5479.0,4.1079,37.6547,9.9229,3.0075,0.8147,54367.3812
2023-04-18,4914.0,4.208,140.2904,9.9405,6.6788,0.9889,48847.7157
2023-04-19,4779.0,4.154,179.865,9.922,7.776,0.908,47417.2807
2023-04-20,5721.0,3.9544,241.4294,9.8925,11.1451,0.8728,56595.1305
2023-04-21,4618.0,4.0116,45.0422,9.8777,2.3997,0.703,45615.0832
2023-04-22,5530.0,3.9011,51.4374,9.8742,2.1471,0.485,54604.2491
2023-04-23,4857.0,3.9851,147.1174,9.876,5.3929,0.594,47967.9144
2023-04-24,4307.0,4.0192,38.6806,9.9054,3.2666,0.7127,42662.5679
2023-04-25,5761.0,3.9905,290.8584,9.8916,12.0633,0.8682,56985.3633
2023-04-26,4150.0,3.9585,370.2596,9.8916,11.2602,0.7463,41050.2969
2023-04-27,4228.0,3.7665,58.9878,9.8859,3.0191,0.5287,41797.6711
