timestamp,heartrate
2024-10-21 21:30:21.079,87
2024-10-21 21:30:22.046,87
2024-10-21 21:30:23.024,87
2024-10-21 21:30:23.988,87
2024-10-21 21:30:24.901,87
2024-10-21 21:30:26.868,88
2024-10-21 21:30:27.852,89
2024-10-21 21:30:28.803,90
2024-10-21 21:30:29.766,91
2024-10-21 21:30:31.689,91
2024-10-21 21:30:32.652,91
2024-10-21 21:30:33.623,90
2024-10-21 21:30:34.579,89
2024-10-21 21:30:36.461,89
2024-10-21 21:30:37.472,89
2024-10-21 21:30:38.441,88
2024-10-21 21:30:39.416,86
2024-10-21 21:30:40.373,85
2024-10-21 21:30:41.329,85
2024-10-21 21:30:42.245,85
2024-10-21 21:30:43.269,85
2024-10-24 13:59:42.066,69
2024-10-24 13:59:43.032,69
2024-10-24 13:59:43.984,69
2024-10-24 13:59:44.962,68
2024-10-24 13:59:45.871,68
2024-10-24 13:59:46.884,67
2024-10-24 13:59:47.882,66
2024-10-24 13:59:48.820,65
2024-10-24 13:59:49.778,65
2024-10-24 13:59:50.749,66
2024-10-24 13:59:51.663,66
2024-10-24 13:59:52.677,66
2024-10-24 13:59:53.640,66
2024-10-24 13:59:54.606,66
2024-10-24 13:59:55.569,66
2024-10-24 13:59:56.523,66
2024-10-24 13:59:57.452,66
2024-10-24 13:59:58.467,66
2024-10-24 13:59:59.422,66
2024-10-24 14:00:00.398,65
2024-10-24 14:00:01.356,65
2024-10-24 14:00:02.317,65
2024-10-24 14:00:03.233,65
2024-10-24 14:00:04.245,67
2024-10-24 14:29:46.782,64
2024-10-24 14:29:47.758,64
2024-10-24 14:29:48.709,64
2024-10-24 14:29:49.692,64
2024-10-24 14:29:50.656,64
2024-10-24 14:29:51.573,64
2024-10-24 14:29:52.587,65
2024-10-24 14:29:53.545,65
2024-10-24 14:29:54.522,65
2024-10-24 14:29:55.490,65
2024-10-24 14:29:56.455,65
2024-10-24 14:29:57.370,65
2024-10-24 14:29:58.381,65
2024-10-24 14:29:59.353,65
2024-10-24 14:30:00.329,65
2024-10-24 14:30:01.277,64
2024-10-24 14:30:02.250,64
2024-10-24 14:30:03.166,64
2024-10-24 14:30:04.181,64
2024-10-24 14:59:42.024,66
2024-10-24 14:59:42.990,66
2024-10-24 14:59:43.964,66
2024-10-24 14:59:44.916,67
2024-10-24 14:59:45.848,67
2024-10-24 14:59:46.861,67
2024-10-24 14:59:47.819,67
2024-10-24 14:59:48.793,65
2024-10-24 14:59:49.746,65
2024-10-24 14:59:50.726,65
2024-10-24 14:59:51.634,65
2024-10-24 14:59:52.650,65
2024-10-24 14:59:53.622,65
2024-10-24 14:59:54.579,65
2024-10-24 14:59:55.555,66
2024-10-24 14:59:56.522,67
2024-10-24 14:59:57.436,67
2024-10-24 14:59:58.451,69
2024-10-24 14:59:59.406,69
2024-10-24 15:00:00.372,71
2024-10-24 15:00:01.353,71
2024-10-24 15:00:02.309,70
2024-10-24 15:00:03.225,70
2024-10-24 15:00:04.237,70
2024-10-24 15:29:49.775,110
