timestamp,acceleration-count,acceleration-entropy,acceleration-kurtosis,acceleration-mean,acceleration-skew,acceleration-std,acceleration-sum
2024-10-24,3316.0,3.1,1016.447,9.8024,25.9639,0.7452,32504.7799
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28,45.0,1.8789,21.0557,9.7332,3.9346,0.0447,437.9925
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31,1856.0,3.0279,87.6557,9.7422,-4.2321,0.0462,18081.4454
2024-11-01,4780.0,3.9365,429.3524,9.778,14.1469,0.5913,46739.0163
2024-11-02,7009.0,3.9322,1301.2129,9.7582,19.4387,0.256,68395.0183
2024-11-03,8751.0,4.2062,661.9566,9.7692,17.0028,0.4328,85490.3268
2024-11-04,8609.0,4.2643,258.4242,9.7844,9.7778,0.4745,84234.1863
2024-11-05,8159.0,4.1737,867.0544,9.7565,18.7331,0.374,79603.6706
2024-11-06,7883.0,4.1586,163.106,9.7712,0.7686,0.3308,77026.2983
2024-11-07,7165.0,4.0101,215.8935,9.7729,4.2077,0.2996,70022.9223
2024-11-08,2160.0,3.0131,0.0894,9.7835,-0.0567,0.0229,21132.3887
2024-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-12,2760.0,3.5791,569.3533,9.7705,17.7514,0.261,26966.5927
2024-11-13,14449.0,4.3949,4577.6333,9.7832,51.6024,0.52,141357.5781
2024-11-14,13821.0,4.3689,1175.8263,9.7698,19.8017,0.5002,135028.791
2024-11-15,5338.0,3.9143,124.8273,9.7522,3.5607,0.366,52057.4993
2024-11-16,13117.0,4.3311,6541.2357,9.7817,68.6587,0.6465,128306.7244
2024-11-17,5364.0,3.6562,85.03,9.7751,3.8722,0.3909,52433.5153
2024-11-18,6640.0,4.1018,746.5027,9.7741,16.133,0.443,64899.7814
2024-11-19,5624.0,3.6776,179.7485,9.7805,7.0154,0.5117,55005.7496
2024-11-20,8629.0,3.7684,446.0987,9.7523,12.8527,0.4283,84152.6063
2024-11-21,4798.0,3.5121,126.7245,9.7862,3.9533,0.5578,46954.0622
2024-11-22,6023.0,3.7548,854.6492,9.8165,22.2571,0.5142,59124.5127
2024-11-23,9022.0,3.935,314.9871,9.7639,10.4759,0.5517,88089.9752
2024-11-24,15303.0,4.3475,354.353,9.7768,10.4581,0.3662,149614.2635
2024-11-25,5881.0,3.9178,142.1206,9.7674,5.2011,0.2608,57442.0434
2024-11-26,8324.0,4.1883,118.7988,9.7798,2.0371,0.3508,81406.9488
2024-11-27,7185.0,3.7939,1639.2336,9.7577,30.6828,0.6727,70109.0827
2024-11-28,15087.0,4.2031,156.8272,9.7637,5.5891,0.4436,147304.8662
2024-11-29,5423.0,3.5536,171.0735,9.8339,3.227,0.1106,53329.0929
2024-11-30,5896.0,3.7038,61.8747,9.7262,2.6285,0.3709,57345.4476
2024-12-01,8569.0,4.0345,82.0155,9.7542,1.6833,0.3231,83583.3624
2024-12-02,6723.0,4.0101,175.0698,9.7503,4.238,0.3194,65551.4421
2024-12-03,5080.0,3.6835,68.5145,9.7707,0.5029,0.3578,49635.3316
2024-12-04,6373.0,3.7753,281.5164,9.7599,8.8252,0.4027,62200.1355
2024-12-05,2192.0,2.9749,-0.0201,9.7639,0.0651,0.022,21402.3823
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-09,2860.0,3.3652,67.8853,9.7547,-0.299,0.3483,27898.4246
2024-12-10,8571.0,3.773,79.4383,9.7642,1.926,0.2887,83688.8583
2024-12-11,5554.0,4.0334,94.7524,9.7772,1.1757,0.2899,54302.7604
2024-12-12,4341.0,3.6121,317.0104,9.757,9.3393,0.4365,42354.977
2024-12-13,7957.0,3.9947,140.2635,9.7869,-1.9121,0.2139,77874.3936
2024-12-14,6142.0,3.6883,86.7,9.7764,3.6218,0.4919,60046.8127
2024-12-15,9612.0,4.2044,147.3815,9.7892,3.5972,0.3852,94094.258
2024-12-16,12908.0,4.3611,92.2711,9.785,4.6104,0.4196,126304.2913
2024-12-17,4707.0,4.0588,44.3836,9.8331,3.4743,0.6853,46284.2398
2024-12-18,4164.0,3.6894,475.3035,9.8325,16.2122,0.5439,40942.6383
