timestamp,acceleration-count,acceleration-entropy,acceleration-kurtosis,acceleration-mean,acceleration-skew,acceleration-std,acceleration-sum
2023-09-01,5411.0,3.7773,146.9369,9.8597,5.8358,0.6326,53350.6608
2023-09-02,7195.0,3.9692,53.1341,9.8329,2.981,0.5082,70747.4697
2023-09-03,7034.0,3.7806,109.2767,9.8382,2.6581,0.4007,69201.8191
2023-09-04,8014.0,3.923,129.2292,9.8217,4.162,0.3865,78710.7933
2023-09-05,7098.0,3.9725,34.3956,9.8205,0.4868,0.3769,69705.846
2023-09-06,7977.0,4.0529,76.7489,9.828,4.1534,0.3889,78398.015
2023-09-07,8186.0,4.1475,89.9175,9.815,2.6091,0.4244,80345.9207
2023-09-08,7345.0,4.0715,790.7502,9.8185,19.9743,0.4042,72116.7655
2023-09-09,380.0,2.2628,2.2414,9.7965,0.7042,0.0458,3722.665
2023-09-10,5432.0,3.6693,540.5871,9.8459,17.4402,0.3962,53482.9335
2023-09-11,5937.0,4.1383,39.8351,9.8207,2.1481,0.4184,58305.593
2023-09-12,309.0,2.409,12.0768,9.8161,2.1099,0.0326,3033.1646
2023-09-13,41.0,1.6801,0.4539,9.8049,-0.6987,0.0227,402.002
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-18,5474.0,3.7659,32.9496,9.8237,1.3717,0.5486,53774.9881
2023-09-19,3988.0,3.6455,189.8756,9.8727,8.603,0.5985,39372.1487
2023-09-20,525.0,2.7751,92.831,9.8677,-2.0241,0.317,5180.5493
2023-09-21,3349.0,3.8314,20.6113,9.8479,1.6791,0.6504,32980.747
2023-09-22,8638.0,4.2241,74.6204,9.7972,3.1614,0.3248,84628.4968
2023-09-23,7447.0,4.0493,45.0926,9.8576,1.9527,0.5247,73409.9108
2023-09-24,3668.0,3.688,63.8397,9.8849,4.2611,0.7882,36257.9637
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-27,4337.0,3.8224,47.5173,9.8534,2.6466,0.58,42734.3323
2023-09-28,8012.0,3.9231,157.8724,9.8248,6.6,0.3909,78716.2306
2023-09-29,5578.0,3.9319,2003.9435,9.859,37.6343,1.1053,54993.6368
2023-09-30,9757.0,3.9525,2962.6189,9.8979,45.0588,0.6562,96574.2719
2023-10-01,5214.0,3.987,53.7969,9.7884,1.2145,0.3339,51036.7055
2023-10-02,13954.0,4.3681,163.6009,9.8172,7.4942,0.5821,136989.625
2023-10-03,8864.0,4.1657,147.9411,9.8283,6.7774,0.6182,87117.8618
2023-10-04,7159.0,3.3727,-0.0331,9.7915,-0.0048,0.0232,70097.3747
2023-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-13,4377.0,3.7744,135.5174,9.8393,6.5817,0.5671,43066.4705
2023-10-14,3427.0,4.1144,147.3146,9.8137,6.0802,0.5746,33631.7067
2023-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-16,6837.0,4.0904,30.2218,9.8286,2.6583,0.6249,67197.8031
2023-10-17,5253.0,3.7509,826.2181,9.8394,20.1498,0.8187,51686.4588
2023-10-18,5418.0,3.6107,38.1782,9.8324,1.0734,0.5096,53271.7306
2023-10-19,167.0,2.1464,13.2225,9.7956,-0.9554,0.0291,1635.8627
2023-10-20,191.0,2.2112,-0.0965,9.7891,0.2046,0.0246,1869.7266
2023-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-23,4590.0,3.8622,175.2918,9.8257,8.4765,0.8537,45099.8535
2023-10-24,5150.0,3.7108,142.2246,9.8273,6.0164,0.6772,50610.6833
2023-10-25,6978.0,3.9843,44.965,9.8151,3.2746,0.7975,68489.4611
2023-10-26,4198.0,3.6614,96.5643,9.8045,5.6092,0.6853,41159.3035
2023-10-27,4304.0,3.7264,32.998,9.842,2.2563,0.5726,42360.1488
