timestamp,step-count,step-max,step-max-timestamp,step-mean,step-ratio
2023-09-01,3009,2082,9,214.9286,0.5833
2023-09-02,3182,875,17,227.2857,0.5833
2023-09-03,508,97,17,36.2857,0.5833
2023-09-04,852,163,18,56.8,0.625
2023-09-05,568,163,18,43.6923,0.5417
2023-09-06,551,149,9,42.3846,0.5417
2023-09-07,752,199,11,57.8462,0.5417
2023-09-08,395,98,16,43.8889,0.375
2023-09-09,0,0,0,0.0,0.0
2023-09-10,297,76,12,49.5,0.25
2023-09-11,517,123,8,43.0833,0.5
2023-09-12,0,0,0,0.0,0.0
2023-09-13,0,0,0,0.0,0.0
2023-09-14,0,0,0,0.0,0.0
2023-09-15,0,0,0,0.0,0.0
2023-09-16,0,0,0,0.0,0.0
2023-09-17,0,0,0,0.0,0.0
2023-09-18,2113,708,9,162.5385,0.5417
2023-09-19,930,291,15,84.5455,0.4583
2023-09-20,17,17,3,17.0,0.0417
2023-09-21,816,247,11,90.6667,0.375
2023-09-22,661,125,11,47.2143,0.5833
2023-09-23,1758,402,19,117.2,0.625
2023-09-24,3281,591,11,252.3846,0.5417
2023-09-25,0,0,0,0.0,0.0
2023-09-26,0,0,0,0.0,0.0
2023-09-27,2402,1452,12,200.1667,0.5
2023-09-28,1047,536,13,87.25,0.5
2023-09-29,940,312,20,117.5,0.3333
2023-09-30,1363,312,12,85.1875,0.6667
2023-10-01,138,42,19,23.0,0.25
2023-10-02,1952,285,18,150.1538,0.5417
2023-10-03,3198,1753,18,266.5,0.5
2023-10-04,0,0,0,0.0,0.0
2023-10-05,0,0,0,0.0,0.0
2023-10-06,0,0,0,0.0,0.0
2023-10-07,0,0,0,0.0,0.0
2023-10-08,0,0,0,0.0,0.0
2023-10-09,0,0,0,0.0,0.0
2023-10-10,0,0,0,0.0,0.0
2023-10-11,0,0,0,0.0,0.0
2023-10-12,0,0,0,0.0,0.0
2023-10-13,1015,378,13,92.2727,0.4583
2023-10-14,605,293,7,151.25,0.1667
2023-10-15,0,0,0,0.0,0.0
2023-10-16,4724,1864,17,393.6667,0.5
2023-10-17,5802,1411,14,362.625,0.6667
2023-10-18,3701,1154,11,284.6923,0.5417
2023-10-19,0,0,0,0.0,0.0
2023-10-20,0,0,0,0.0,0.0
2023-10-21,0,0,0,0.0,0.0
2023-10-22,0,0,0,0.0,0.0
2023-10-23,3101,1138,13,238.5385,0.5417
2023-10-24,1236,342,13,103.0,0.5
2023-10-25,5004,2259,16,417.0,0.5
2023-10-26,2167,1260,16,166.6923,0.5417
2023-10-27,2366,1264,16,182.0,0.5417
