timestamp,heartrate-max,heartrate-mean,heartrate-min,heartrate-std
2023-09-01,118.0,78.33,63.0,12.94
2023-09-02,116.0,74.48,55.0,10.72
2023-09-03,118.0,75.71,63.0,11.06
2023-09-04,110.0,76.49,63.0,7.91
2023-09-05,115.0,76.33,59.0,11.8
2023-09-06,110.0,72.74,63.0,9.06
2023-09-07,119.0,77.47,64.0,11.38
2023-09-08,117.0,73.22,58.0,13.57
2023-09-09,0.0,0.0,0.0,0.0
2023-09-10,110.0,74.15,60.0,10.3
2023-09-11,116.0,80.56,55.0,12.36
2023-09-12,0.0,0.0,0.0,0.0
2023-09-13,0.0,0.0,0.0,0.0
2023-09-14,0.0,0.0,0.0,0.0
2023-09-15,0.0,0.0,0.0,0.0
2023-09-16,0.0,0.0,0.0,0.0
2023-09-17,0.0,0.0,0.0,0.0
2023-09-18,117.0,80.55,71.0,9.39
2023-09-19,104.0,72.08,62.0,7.97
2023-09-20,68.0,62.27,58.0,3.25
2023-09-21,110.0,75.68,65.0,9.0
2023-09-22,118.0,83.6,66.0,10.72
2023-09-23,107.0,79.24,69.0,7.14
2023-09-24,117.0,90.48,71.0,14.48
2023-09-25,0.0,0.0,0.0,0.0
2023-09-26,0.0,0.0,0.0,0.0
2023-09-27,140.0,78.27,63.0,15.44
2023-09-28,116.0,77.14,63.0,11.82
2023-09-29,120.0,75.11,55.0,10.86
2023-09-30,116.0,76.86,55.0,10.45
2023-10-01,89.0,74.14,55.0,6.85
2023-10-02,125.0,80.83,55.0,13.35
2023-10-03,99.0,76.67,66.0,6.61
2023-10-04,0.0,0.0,0.0,0.0
2023-10-05,0.0,0.0,0.0,0.0
2023-10-06,0.0,0.0,0.0,0.0
2023-10-07,0.0,0.0,0.0,0.0
2023-10-08,0.0,0.0,0.0,0.0
2023-10-09,0.0,0.0,0.0,0.0
2023-10-10,0.0,0.0,0.0,0.0
2023-10-11,0.0,0.0,0.0,0.0
2023-10-12,0.0,0.0,0.0,0.0
2023-10-13,106.0,75.72,55.0,8.51
2023-10-14,84.0,81.3,76.0,3.48
2023-10-15,0.0,0.0,0.0,0.0
2023-10-16,114.0,79.27,62.0,12.31
2023-10-17,117.0,77.22,62.0,13.23
2023-10-18,122.0,77.33,65.0,11.35
2023-10-19,0.0,0.0,0.0,0.0
2023-10-20,0.0,0.0,0.0,0.0
2023-10-21,0.0,0.0,0.0,0.0
2023-10-22,0.0,0.0,0.0,0.0
2023-10-23,99.0,72.48,55.0,7.39
2023-10-24,112.0,82.37,71.0,9.41
2023-10-25,119.0,80.04,58.0,14.76
2023-10-26,118.0,78.0,64.0,10.13
2023-10-27,110.0,78.94,65.0,10.52
