timestamp,acceleration-count,acceleration-entropy,acceleration-kurtosis,acceleration-mean,acceleration-skew,acceleration-std,acceleration-sum
2023-04-06,7854.0,4.018,213.253,9.9134,6.0561,0.4089,77860.029
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-08,3959.0,3.9091,129.606,9.8961,5.9059,0.6121,39178.5753
2023-04-09,5686.0,3.8069,94.2932,9.892,3.057,0.3939,56245.6692
2023-04-10,7040.0,4.2133,89.5117,9.91,4.7492,0.5584,69766.7202
2023-04-11,4880.0,4.0085,90.9032,9.9137,5.0102,0.4521,48378.616
2023-04-12,8227.0,4.0844,360.8323,9.8952,8.8789,0.4738,81408.1996
2023-04-13,7220.0,4.0508,69.4902,9.9036,2.7232,0.4536,71503.85
2023-04-14,3779.0,4.079,55.2878,9.9081,3.2917,0.7845,37442.7429
2023-04-15,5047.0,4.2597,33.8627,9.9142,1.5809,0.5172,50036.948
2023-04-16,7265.0,3.8382,110.0402,9.9026,2.8244,0.3364,71942.207
2023-04-17,8471.0,4.023,92.7871,9.8977,2.342,0.3428,83843.2774
2023-04-18,7988.0,4.1131,325.5148,9.9055,9.144,0.4365,79125.4089
2023-04-19,8136.0,3.9402,134.5602,9.9008,4.6343,0.3202,80552.9681
2023-04-20,8211.0,4.1412,166.2496,9.8993,7.499,0.4207,81283.5349
2023-04-21,6682.0,3.8772,107.3345,9.8943,0.0858,0.3858,66113.6093
2023-04-22,4364.0,4.0995,66.7035,9.913,4.8138,0.7171,43260.2163
2023-04-23,3778.0,3.6457,229.3712,9.9005,9.6347,0.3555,37404.0706
2023-04-24,4802.0,3.6905,115.9926,9.9029,5.743,0.4278,47553.9037
2023-04-25,7848.0,4.1852,165.0558,9.9125,6.0623,0.4955,77793.0833
2023-04-26,8226.0,3.8628,141.5296,9.8931,4.4497,0.2751,81380.4143
2023-04-27,7927.0,4.3322,72.5922,9.9077,4.11,0.54,78538.5037
2023-04-28,6497.0,4.1318,125.1775,9.9075,6.4988,0.5549,64369.3415
2023-04-29,3836.0,4.1976,23.4627,9.9333,1.7567,0.9067,38104.2047
2023-04-30,3240.0,3.4579,670.3135,9.8978,17.2209,0.2903,32069.0245
2023-05-01,4852.0,4.1419,65.2193,9.9059,3.2353,0.616,48063.5675
2023-05-02,4307.0,3.9809,63.396,9.9028,2.6587,0.5421,42651.5551
2023-05-03,6389.0,3.6608,265.9971,9.9104,4.6524,0.2702,63317.6796
2023-05-04,4191.0,3.9374,116.5596,9.9015,5.5838,0.506,41497.3539
2023-05-05,2365.0,3.0481,6.6781,9.9195,1.035,0.0229,23459.6357
2023-05-06,8273.0,3.8471,100.3495,9.9144,6.1498,0.3462,82021.7588
2023-05-07,8116.0,3.8625,140.9196,9.9135,6.2236,0.428,80458.3534
2023-05-08,4282.0,3.7482,60.2818,9.887,1.1001,0.3915,42336.1974
2023-05-09,7586.0,3.7724,100.4568,9.903,0.8154,0.3698,75123.9079
2023-05-10,7688.0,3.8502,987.8654,9.9109,20.0956,0.4673,76195.2515
2023-05-11,8248.0,4.0997,61.4905,9.9118,2.2265,0.4736,81752.1182
2023-05-12,6954.0,4.0806,48.0106,9.9301,3.4461,0.603,69053.933
2023-05-13,4828.0,3.5766,89.2254,9.9137,4.0089,0.4025,47863.3679
2023-05-14,7965.0,3.6887,111.1671,9.9098,0.1386,0.3243,78931.8972
2023-05-15,7721.0,4.0068,92.2407,9.9299,5.5767,0.607,76669.0934
2023-05-16,7131.0,3.7377,123.5342,9.9156,5.7412,0.4101,70708.1539
2023-05-17,7422.0,3.9296,363.2373,9.9267,13.3226,0.4712,73676.2342
2023-05-18,7357.0,4.0271,86.556,9.9206,4.4337,0.5337,72985.9451
2023-05-19,9953.0,4.2418,89.8023,9.9175,2.9502,0.4977,98708.9794
2023-05-20,16433.0,4.0136,419.754,9.9068,6.885,0.3262,162798.7521
2023-05-21,14463.0,4.288,74.595,9.9253,3.1906,0.5485,143549.8878
2023-05-22,8251.0,3.7576,209.2022,9.9165,7.7758,0.377,81820.8897
2023-05-23,8058.0,4.056,152.9367,9.913,4.8607,0.4898,79878.5993
2023-05-24,8288.0,4.1292,80.7305,9.9271,4.2089,0.5464,82276.2165
2023-05-25,7045.0,4.0124,72.0477,9.9282,3.9037,0.3909,69944.1682
2023-05-26,7573.0,4.1123,174.9318,9.9232,6.7347,0.5599,75148.3277
2023-05-27,341.0,2.8591,25.745,9.9011,1.6386,0.607,3376.2772
2023-05-28,4786.0,3.9065,977.0438,9.9192,21.9406,0.7295,47473.1985
2023-05-29,8186.0,3.7691,119.6459,9.898,2.0506,0.3642,81025.0691
2023-05-30,7118.0,4.1244,160.7124,9.919,7.4462,0.6672,70603.2035
2023-05-31,6590.0,4.3293,258.0854,9.9512,9.2483,0.9478,65578.2678
2023-06-01,8259.0,4.2259,76.2974,9.9057,4.3371,0.5051,81811.3544
