timestamp,position-count,position-duration,position-travelled-distance
2022-03-28,1.0,0.0,8.41
2022-03-29,88.0,105.0,17.94
2022-03-30,0.0,0.0,0.0
2022-03-31,0.0,0.0,0.0
2022-04-01,92.0,91.0,19.88
2022-04-02,0.0,0.0,0.0
2022-04-03,0.0,0.0,0.0
2022-04-04,0.0,0.0,0.0
2022-04-05,77.0,115.0,17.33
2022-04-06,0.0,0.0,0.0
2022-04-07,0.0,0.0,0.0
2022-04-08,77.0,98.0,17.25
2022-04-09,0.0,0.0,0.0
2022-04-10,0.0,0.0,0.0
2022-04-11,0.0,0.0,0.0
2022-04-12,109.0,110.0,27.38
2022-04-13,0.0,0.0,0.0
2022-04-14,0.0,0.0,0.0
2022-04-15,0.0,0.0,0.0
2022-04-16,0.0,0.0,0.0
2022-04-17,0.0,0.0,0.0
2022-04-18,0.0,0.0,0.0
2022-04-19,0.0,0.0,0.0
2022-04-20,63.0,62.0,19.76
2022-04-21,60.0,77.0,13.12
2022-04-22,93.0,96.0,18.34
2022-04-23,0.0,0.0,0.0
2022-04-24,0.0,0.0,0.0
2022-04-25,0.0,0.0,0.0
2022-04-26,0.0,0.0,0.0
2022-04-27,0.0,0.0,0.0
2022-04-28,49.0,49.0,10.91
2022-04-29,55.0,54.0,16.78
2022-04-30,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-05-02,0.0,0.0,0.0
2022-05-03,96.0,105.0,17.45
2022-05-04,27.0,26.0,9.3
2022-05-05,0.0,0.0,0.0
2022-05-06,41.0,57.0,9.17
2022-05-07,0.0,0.0,0.0
2022-05-08,0.0,0.0,0.0
2022-05-09,0.0,0.0,0.0
2022-05-10,67.0,73.0,17.6
2022-05-11,2.0,11.0,8.41
2022-05-12,280.0,537.0,17.03
2022-05-13,0.0,0.0,0.0
2022-05-14,0.0,0.0,0.0
2022-05-15,0.0,0.0,0.0
2022-05-16,118.0,67.0,13.12
2022-05-17,146.0,75.0,19.11
2022-05-18,0.0,0.0,0.0
2022-05-19,52.0,25.0,9.46
2022-05-20,120.0,58.0,16.52
2022-05-21,0.0,0.0,0.0
2022-05-22,0.0,0.0,0.0
2022-05-23,0.0,0.0,0.0
2022-05-24,0.0,0.0,0.0
2022-05-25,206.0,201.0,26.9
