timestamp,acceleration-count,acceleration-entropy,acceleration-kurtosis,acceleration-mean,acceleration-skew,acceleration-std,acceleration-sum
2022-03-28,4344.0,3.6031,606.3607,9.8398,17.3118,0.6134,42744.2077
2022-03-29,5389.0,3.4781,73.4037,9.8467,3.8858,0.5211,53063.6843
2022-03-30,6074.0,3.4455,492.7764,9.8378,14.4617,0.6037,59754.7939
2022-03-31,8499.0,3.6984,261.0654,9.8094,8.9815,0.4333,83370.5096
2022-04-01,5578.0,3.9855,88.496,9.8284,3.7246,0.4084,54822.8386
2022-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-03,7201.0,4.0274,118.3102,9.838,3.7725,0.4797,70843.2369
2022-04-04,28362.0,4.2928,257.2173,9.8297,6.2899,0.3174,278788.8663
2022-04-05,4651.0,3.8532,281.8429,9.8485,11.373,0.4693,45805.3188
2022-04-06,8639.0,4.0006,353.2292,9.8295,9.3221,0.4575,84917.3229
2022-04-07,8264.0,3.9255,172.1209,9.8252,5.1915,0.3648,81195.159
2022-04-08,6051.0,3.8617,340.5369,9.8401,10.2889,0.4243,59542.6911
2022-04-09,7543.0,3.925,152.5677,9.8344,4.4838,0.4067,74181.1568
2022-04-10,8634.0,3.847,229.628,9.8214,3.8108,0.3058,84798.3234
2022-04-11,8623.0,3.9421,115.1252,9.8284,0.1261,0.3146,84750.078
2022-04-12,7680.0,4.0416,314.4776,9.845,11.356,0.5622,75609.3993
2022-04-13,7742.0,4.0061,135.4428,9.832,4.0452,0.4058,76119.1495
2022-04-14,7548.0,4.0221,1067.0662,9.8415,22.3841,0.5156,74283.701
2022-04-15,8554.0,4.1089,925.0882,9.835,19.4592,0.576,84128.3306
2022-04-16,7703.0,3.9047,3523.7891,9.8192,48.8123,0.5279,75637.3116
2022-04-17,8663.0,3.9784,464.8605,9.8364,12.9691,0.4203,85212.9134
2022-04-18,8756.0,3.9232,2382.9722,9.8289,35.9573,0.4971,86062.0191
2022-04-19,7412.0,3.8634,282.2209,9.8249,5.7651,0.3029,72822.3476
2022-04-20,7965.0,4.0275,625.6837,9.8478,16.8213,0.5091,78437.5793
2022-04-21,8399.0,3.9073,150.017,9.8304,5.3058,0.3268,82565.3164
2022-04-22,10421.0,4.0529,1065.0654,9.8443,23.2961,0.4885,102587.8741
2022-04-23,7557.0,3.839,117.9251,9.8286,4.6726,0.3161,74274.8495
2022-04-24,8630.0,4.0037,351.9832,9.8355,11.1455,0.3918,84880.3376
2022-04-25,6485.0,3.738,1354.7798,9.8444,26.8392,0.4162,63841.0563
2022-04-26,8206.0,3.7425,1015.1535,9.8396,18.2463,0.3947,80743.6343
2022-04-27,8269.0,3.9445,615.7413,9.8286,14.4675,0.47,81272.3613
2022-04-28,6491.0,3.8625,209.5673,9.8195,5.9922,0.3933,63738.0618
2022-04-29,6875.0,3.8588,414.0824,9.8226,12.5052,0.4021,67530.4014
2022-04-30,8631.0,3.9095,2635.5561,9.8178,40.8548,0.453,84737.168
2022-05-01,8499.0,3.9592,341.0398,9.8216,10.2459,0.4158,83473.712
2022-05-02,8199.0,4.0191,193.8516,9.8094,5.3551,0.3953,80427.6331
2022-05-03,6391.0,3.8019,122.817,9.8094,-0.5259,0.3456,62691.5639
2022-05-04,6713.0,3.9337,126.2726,9.811,5.2559,0.3976,65861.1314
2022-05-05,7628.0,3.9049,629.6192,9.8284,17.2512,0.475,74971.2194
2022-05-06,6484.0,3.7971,386.2048,9.8169,11.3688,0.3892,63652.9873
2022-05-07,8631.0,3.8071,298.3629,9.8224,7.1358,0.3982,84776.9099
2022-05-08,7678.0,3.9745,206.0192,9.8259,9.158,0.4429,75443.2275
2022-05-09,8346.0,4.0553,2456.762,9.8235,38.0302,0.5846,81986.9156
2022-05-10,7723.0,3.936,122.9954,9.8172,4.8076,0.4395,75818.379
2022-05-11,8617.0,4.023,119.9891,9.8156,3.7466,0.414,84581.145
2022-05-12,7770.0,3.9537,104.1816,9.8129,3.3685,0.3952,76246.0208
2022-05-13,7797.0,3.9054,1286.3387,9.8184,23.8418,0.4117,76553.7236
2022-05-14,7728.0,3.7761,233.5666,9.8193,9.0865,0.2788,75883.29
2022-05-15,8591.0,4.003,177.4154,9.8242,6.4599,0.3735,84399.6843
2022-05-16,7388.0,3.9387,113.609,9.8138,2.0236,0.3957,72504.6389
2022-05-17,6374.0,3.4399,3714.4524,9.7938,52.9408,0.549,62425.891
2022-05-18,8628.0,3.629,104.9631,9.831,5.1636,0.5026,84821.714
2022-05-19,6650.0,3.341,127.8319,9.8109,5.9607,0.4034,65242.8124
2022-05-20,3285.0,3.8372,261.7015,9.8376,10.5532,0.6308,32316.5436
2022-05-21,7933.0,3.7148,644.2862,9.8369,15.2511,0.3416,78036.1354
2022-05-22,8740.0,3.9546,371.3256,9.8293,10.514,0.3606,85908.3638
2022-05-23,8756.0,3.975,156.8374,9.8278,6.4072,0.4767,86052.4692
2022-05-24,8721.0,4.0207,575.3216,9.8304,14.0148,0.4203,85731.1131
2022-05-25,6552.0,3.8117,152.1833,9.8318,5.8724,0.3884,64417.7869
